TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Partial
910,12.01974307,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,143,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,12.22587527,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,144,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,11.73606902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,145,0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
970,11.77528973,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,11.56171563,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,147,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,12.31268238,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,148,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,11.85651517,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,149,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,11.65268741,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,150,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,11.71177632,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.066986,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,12.82772919,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,152,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
825,12.15477935,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,153,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,12.36734079,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.268831,154,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,11.73606902,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,155,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
572,11.27720313,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,156,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.60367983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,12.50432367,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,158,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
991,12.44862659,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,159,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,12.67607627,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,160,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1232,11.99843328,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,161,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,12.92999148,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,162,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,12.30138283,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.259072,163,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
882,11.54442413,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,164,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,11.9316358,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.014502,165,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,11.75587164,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,166,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,12.15477935,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,167,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1582,12.69349862,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,168,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
840,12.11996995,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,169,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,12.33710091,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.76368418,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,171,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,12.27839331,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.087691,172,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,12.38421883,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.367736,173,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.00150548,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,174,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1606,12.12269104,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.080272,175,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,12.40081672,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.020437,176,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,12.25961341,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,177,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,12.05815252,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,178,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,13.12603064,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,179,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
968,11.51292546,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,180,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,12.08390501,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,181,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,12.20657252,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.121022,182,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.69524702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.20607265,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,11.75194237,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,185,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,13.07107008,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.005846,186,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,12.06104687,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,187,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,11.81303006,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,188,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,11.94039339,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,189,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1593,12.56374709,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,190,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,12.66032792,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.278207,191,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,12.12269104,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,192,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,12.16525065,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,193,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,11.77528973,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,194,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.75194237,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.050058,195,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,11.90834024,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,196,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,12.65034813,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,197,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1360,12.36734079,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,198,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
755,11.55214618,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,199,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1713,12.52416267,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,11.8493977,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,201,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,12.05233855,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11.62625415,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.121022,203,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
848,11.91170158,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.60823564,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,205,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,12.10348606,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,206,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,11.87687389,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,207,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,11.85651517,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,208,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,12.53177279,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,209,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,11.88448902,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1944,210,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.49272276,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,211,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,12.13350195,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.352425,212,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,12.43987123,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,213,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
990,11.95761129,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,214,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,11.99380721,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,215,450,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,11.80894766,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,216,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,12.25486281,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,217,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,11.58058411,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,218,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,12.64915462,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,219,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,12.02718519,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,220,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1498,12.23027733,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,221,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1010,12.20607265,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,222,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
713,12.10015642,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,223,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.48246626,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,224,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2392,12.86424011,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.624923,225,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11.62625415,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,226,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1203,12.5776362,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,227,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,11.57119437,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,228,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,11.73606902,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,229,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,12.16785143,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,230,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,11.90496755,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,231,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,12.90669184,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,232,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.45635511,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,233,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.76134682,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.011774,234,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,12.28534583,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.4019939,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,236,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,12.13081016,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,237,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,12.17818744,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,238,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,12.66980666,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,239,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
735,11.6351431,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.203574,240,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,12.47800636,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,241,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,11.6127708,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,242,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,11.27720313,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,243,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,11.69524702,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,244,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,12.23076526,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,245,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,12.39462475,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,246,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,11.8277362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,247,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,11.8493977,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,248,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,12.10071213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,249,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,12.53177279,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.265999,250,500,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,11.24504602,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,251,450,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,12.36734079,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,252,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,12.06104687,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,253,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,11.97035031,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.253548,254,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1314,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,255,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,12.34583459,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,256,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12.24288662,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,257,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,12.30138283,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,258,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
963,12.35233515,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,259,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.48246626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.07823927,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.007708,261,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,12.52815614,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,262,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
506,11.92503512,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.278728,263,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,11.77528973,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,264,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,11.19821472,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,265,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,12.07539432,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,266,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,12.1281111,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,267,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,12.09793049,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,268,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,11.69940503,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,269,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,11.90496755,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.016092,270,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,12.49125159,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,271,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1385,12.39462475,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.253548,272,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,12.5776362,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,273,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,11.84222921,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,274,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,11.73206099,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.034124,275,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,12.23076526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,276,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,12.21106019,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,277,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.85651517,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,278,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,12.93675161,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.536635,279,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1160,12.16525065,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,280,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,12.33929149,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,12.1281111,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,282,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1314,12.24288662,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,283,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1468,12.4073795,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,284,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1575,12.09625778,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,285,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,12.01188092,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,286,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
912,11.97665948,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,287,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,11.38509209,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,288,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,11.71177632,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,289,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
