TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition
1431,12.16525065,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,193,No Feature,0,9,WD,Normal
970,11.77528973,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,194,No Feature,0,5,WD,Normal
864,11.75194237,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.050058,195,No Feature,0,5,WD,Normal
855,11.90834024,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,196,No Feature,0,7,WD,Normal
1726,12.65034813,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,197,No Feature,0,9,New,Partial
1360,12.36734079,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,198,No Feature,0,3,WD,Abnorml
755,11.55214618,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,199,No Feature,0,7,WD,Abnorml
1713,12.52416267,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,200,No Feature,0,1,WD,Normal
1121,11.8493977,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,201,No Feature,0,3,WD,Normal
1196,12.05233855,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,202,No Feature,0,2,WD,Normal
617,11.62625415,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.121022,203,No Feature,0,5,COD,Normal
848,11.91170158,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,204,No Feature,0,1,WD,Normal
720,11.60823564,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,205,No Feature,0,4,WD,Normal
1424,12.10348606,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,206,No Feature,0,5,WD,Normal
1140,11.87687389,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,207,No Feature,0,3,WD,Normal
1100,11.85651517,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,208,No Feature,0,4,WD,Normal
1157,12.53177279,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,209,No Feature,0,4,WD,Normal
1092,11.88448902,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1944,210,No Feature,0,7,WD,Normal
864,11.49272276,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,211,No Feature,0,4,WD,Normal
1212,12.13350195,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.352425,212,No Feature,0,3,WD,Normal
900,12.43987123,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,213,No Feature,0,7,New,Partial
990,11.95761129,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,214,No Feature,0,7,WD,Normal
689,11.99380721,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,215,Shed,450,3,WD,Normal
1070,11.80894766,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,216,No Feature,0,5,WD,Normal
1436,12.25486281,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,217,No Feature,0,4,WD,Normal
686,11.58058411,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,218,No Feature,0,9,WD,Family
798,12.64915462,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,219,No Feature,0,5,WD,Normal
1248,12.02718519,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,220,No Feature,0,3,New,Partial
1498,12.23027733,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,221,No Feature,0,4,New,Partial
1010,12.20607265,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,222,No Feature,0,12,ConLI,Normal
713,12.10015642,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,223,No Feature,0,2,WD,Normal
864,11.48246626,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,224,No Feature,0,3,WD,Abnorml
2392,12.86424011,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.624923,225,No Feature,0,6,WD,Normal
630,11.62625415,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,226,No Feature,0,5,COD,Abnorml
1203,12.5776362,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,227,No Feature,0,6,WD,Abnorml
483,11.57119437,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,228,No Feature,0,9,WD,Normal
912,11.73606902,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,229,No Feature,0,5,WD,Normal
1373,12.16785143,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,230,No Feature,0,5,WD,Normal
1194,11.90496755,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,231,No Feature,0,4,WD,Normal
1462,12.90669184,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,232,No Feature,0,7,WD,Normal
483,11.45635511,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,233,No Feature,0,6,WD,Normal
894,11.76134682,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.011774,234,No Feature,0,2,WD,Normal
860,12.28534583,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,235,No Feature,0,5,WD,Normal
483,11.4019939,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,236,No Feature,0,8,WD,Normal
1414,12.13081016,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,237,No Feature,0,5,WD,Normal
996,12.17818744,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,238,No Feature,0,2,WD,Normal
1694,12.66980666,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,239,No Feature,0,12,New,Partial
735,11.6351431,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.203574,240,No Feature,0,4,WD,Normal
1566,12.47800636,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,241,No Feature,0,4,WD,Normal
686,11.6127708,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,242,No Feature,0,8,WD,Normal
540,11.27720313,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,243,No Feature,0,4,WD,Normal
626,11.69524702,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,244,No Feature,0,4,WD,Normal
948,12.23076526,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,245,No Feature,0,5,WD,Normal
1845,12.39462475,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,246,No Feature,0,6,WD,Normal
1020,11.8277362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,247,No Feature,0,4,WD,Normal
1367,11.8493977,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,248,No Feature,0,6,WD,Normal
840,12.10071213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,249,No Feature,0,9,WD,Normal
1444,12.53177279,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.265999,250,Shed,500,6,WD,Normal
728,11.24504602,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,251,Shed,450,5,WD,Normal
1573,12.36734079,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,252,No Feature,0,12,WD,Family
798,12.06104687,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,253,No Feature,0,12,WD,Normal
1302,11.97035031,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.253548,254,No Feature,0,10,CWD,Normal
1314,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,255,No Feature,0,6,WD,Normal
975,12.34583459,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,256,No Feature,0,2,WD,Normal
864,12.24288662,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,257,No Feature,0,5,WD,Normal
1604,12.30138283,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,258,No Feature,0,3,WD,Abnorml
963,12.35233515,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,259,No Feature,0,5,WD,Normal
0,11.48246626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,No Feature,0,12,WD,Normal
1362,12.07823927,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.007708,261,No Feature,0,5,WD,Normal
1482,12.52815614,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,262,No Feature,0,11,New,Partial
506,11.92503512,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.278728,263,No Feature,0,7,WD,Normal
926,11.77528973,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,264,No Feature,0,4,WD,Normal
680,11.19821472,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,265,No Feature,0,6,WD,Normal
1422,12.07539432,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,266,No Feature,0,6,WD,Normal
802,12.1281111,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,267,No Feature,0,6,WD,Normal
720,12.09793049,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,268,No Feature,0,7,WD,Normal
740,11.69940503,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,269,No Feature,0,2,WD,Normal
1143,11.90496755,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.016092,270,No Feature,0,5,WD,Normal
1095,12.49125159,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,271,No Feature,0,8,New,Partial
1385,12.39462475,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.253548,272,No Feature,0,4,WD,Normal
1152,12.5776362,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,273,No Feature,0,4,WD,Normal
1240,11.84222921,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,274,No Feature,0,4,WD,Normal
816,11.73206099,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.034124,275,No Feature,0,6,WD,Normal
952,12.23076526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,276,No Feature,0,10,WD,Normal
1560,12.21106019,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,277,No Feature,0,4,WD,Normal
864,11.85651517,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,278,No Feature,0,6,WD,Normal
2121,12.93675161,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.536635,279,No Feature,0,5,New,Partial
1160,12.16525065,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,280,No Feature,0,3,WD,Normal
807,12.33929149,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,281,No Feature,0,1,WD,Normal
1262,12.1281111,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,282,No Feature,0,5,New,Partial
1314,12.24288662,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,283,No Feature,0,4,ConLw,Normal
1468,12.4073795,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,284,No Feature,0,12,New,Partial
1575,12.09625778,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,285,No Feature,0,7,WD,Normal
625,12.01188092,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,286,No Feature,0,6,New,Partial
912,11.97665948,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,287,No Feature,0,6,WD,Normal
858,11.38509209,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,288,No Feature,0,6,WD,Normal
882,11.71177632,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,289,No Feature,0,2,WD,Normal
698,11.94194433,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,290,No Feature,0,7,WD,Normal
1079,12.35978037,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,291,No Feature,0,7,New,Partial
780,11.8196746,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.197779,292,No Feature,0,3,WD,Normal
768,11.7829526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,293,No Feature,0,1,WD,Normal
795,12.36734079,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,294,No Feature,0,3,WD,Normal
1416,12.02574909,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,295,No Feature,0,10,WD,Normal
1003,11.86709728,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.019711,296,No Feature,0,3,WD,Normal
910,11.9316358,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,297,No Feature,0,6,WD,Normal
975,12.38421883,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,298,No Feature,0,6,WD,Normal
702,12.07254125,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,299,No Feature,0,6,WD,Normal
1092,11.97350987,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,300,No Feature,0,8,WD,Family
1165,11.96400108,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.005875,301,No Feature,0,6,WD,Normal
1028,12.49500394,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,302,No Feature,0,5,WD,Normal
1541,12.23076526,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,303,No Feature,0,1,WD,Normal
894,11.91772368,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,304,No Feature,0,7,WD,Abnorml
1470,12.59473064,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,305,No Feature,0,5,WD,Normal
2000,12.63101353,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,306,No Feature,0,7,WD,Normal
700,12.32385568,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,307,No Feature,0,6,WD,Normal
319,11.4019939,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,308,No Feature,0,3,WD,Normal
861,11.32055357,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,309,No Feature,0,3,WD,Normal
1896,12.79385931,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,310,No Feature,0,11,WD,Normal
697,12.01733052,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,311,No Feature,0,5,WD,Normal
972,11.7905572,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,312,No Feature,0,5,WD,Normal
793,11.69441334,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.249584,313,No Feature,0,5,WD,Normal
2136,12.8346813,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.285759,314,No Feature,0,6,WD,Normal
728,12.08953883,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.000809,315,No Feature,0,8,WD,Normal
716,12.14685329,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,316,No Feature,0,7,WD,Normal
845,12.46843691,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,317,No Feature,0,8,WD,Normal
1088,12.50617724,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,318,No Feature,0,12,WD,Normal
1347,12.46843691,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,319,No Feature,0,4,WD,Normal
1372,12.14153412,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,320,No Feature,0,6,WD,Normal
1249,12.74444437,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.529604,321,No Feature,0,9,New,Partial
1136,12.77705219,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,322,No Feature,0,6,WD,Normal
1502,12.61486554,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-0.004743,323,No Feature,0,8,WD,Normal
1162,11.74542511,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,324,No Feature,0,7,WD,Normal
710,12.39669301,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,325,No Feature,0,6,WD,Normal
720,11.3736634,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.066986,326,No Feature,0,12,WD,Normal
1719,12.68849879,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,327,No Feature,0,5,Con,Normal
1383,11.88621167,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,328,No Feature,0,4,WD,Normal
844,12.27606502,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,329,No Feature,0,7,WD,Normal
596,11.26446411,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.005846,330,No Feature,0,7,WD,Normal
1728,11.68687877,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,331,No Feature,0,11,WD,Normal
1056,11.84222921,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,332,No Feature,0,8,WD,Normal
3206,12.55672952,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,333,No Feature,0,10,WD,Normal
1358,12.24047407,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,334,No Feature,0,7,WD,Normal
943,12.16525065,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,335,No Feature,0,7,WD,Normal
1499,12.34125892,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.027468,336,Shed,700,8,WD,Normal
1922,12.8411298,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,337,No Feature,0,7,WD,Normal
1536,12.27373129,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,338,No Feature,0,12,WD,Normal
1208,12.21849517,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.269344,339,Shed,400,5,WD,Normal
1215,11.9511804,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.191123,340,No Feature,0,6,WD,Normal
967,12.22046853,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,341,No Feature,0,4,WD,Normal
721,11.31447453,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,342,No Feature,0,9,WD,Normal
0,11.37939407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,No Feature,0,5,WD,Normal
1684,12.49125159,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.553324,344,No Feature,0,7,WD,Normal
536,11.35040654,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,345,No Feature,0,4,WD,Normal
972,11.85082525,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,346,No Feature,0,10,WD,Normal
958,11.9283409,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.000781,347,Gar2,15500,4,WD,Normal
1478,11.96718074,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,348,No Feature,0,12,WD,Normal
764,11.94470788,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,349,No Feature,0,10,WD,Normal
1848,12.98804081,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,350,No Feature,0,4,New,Partial
1869,12.66999847,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,351,No Feature,0,12,New,Partial
1453,12.15477935,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,352,No Feature,0,12,WD,Abnorml
616,11.46163217,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.155046,353,No Feature,0,3,ConLw,Normal
624,11.57025053,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,354,No Feature,0,5,WD,Normal
940,11.8493977,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,355,No Feature,0,6,WD,Normal
1200,12.08672589,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.291311,356,No Feature,0,8,WD,Normal
1158,12.06104687,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,357,No Feature,0,7,WD,Normal
1142,11.80559508,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,358,No Feature,0,8,WD,Normal
1062,11.77528973,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.073642,359,No Feature,0,7,WD,Abnorml
1086,12.54254488,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,360,No Feature,0,6,WD,Normal
888,11.95761129,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,361,No Feature,0,6,WD,Normal
883,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,362,No Feature,0,7,WD,Normal
0,12.19854438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,No Feature,0,7,ConLD,Normal
483,11.6784399,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,364,No Feature,0,5,WD,Normal
796,12.15477935,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,365,No Feature,0,7,WD,Normal
672,11.89818787,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.191123,366,No Feature,0,7,WD,Normal
1394,11.97665948,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,367,No Feature,0,7,WD,Normal
1099,12.01370075,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,368,No Feature,0,12,WD,Normal
1268,11.7905572,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,369,No Feature,0,3,WD,Normal
1063,11.99535161,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,370,No Feature,0,3,WD,Normal
953,12.05757264,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,371,No Feature,0,1,WD,Normal
0,11.80881377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,No Feature,0,7,WD,Normal
744,11.73606902,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,373,No Feature,0,2,WD,Normal
608,11.71993963,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,374,No Feature,0,11,WD,Normal
847,12.29910751,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,375,No Feature,0,7,WD,Normal
683,11.01862914,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.716057,376,No Feature,0,3,WD,Normal
870,11.90496755,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,377,No Feature,0,7,WD,Normal
1580,12.7367009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,378,No Feature,0,12,WD,Normal
1856,12.88520203,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,379,No Feature,0,6,New,Partial
982,12.09514108,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,380,No Feature,0,6,WD,Normal
1026,11.75194237,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,381,No Feature,0,5,WD,Normal
1293,12.14286657,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.279448,382,No Feature,0,8,New,Partial
939,12.27139211,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,383,No Feature,0,4,WD,Normal
784,11.23848862,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.234562,384,No Feature,0,10,WD,Normal
1580,12.3883942,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,385,No Feature,0,6,WD,Normal
1256,12.16525065,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,386,No Feature,0,4,WD,Normal
658,11.30220443,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,387,No Feature,0,5,WD,AdjLand
1041,11.73606902,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,388,No Feature,0,10,WD,Abnorml
