TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_New,SaleType_Oth,SaleCondition_AdjLand,SaleCondition_Partial,BsmtFinType1_Low,SaleType_LowCon,SaleCondition_Other
0,11.603679828238693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,157,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,12.504323669331189,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.46503599999999995,158,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
991,12.448626590364206,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,159,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,12.676076274775909,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.345769,160,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1232,11.998433280751929,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.203888,161,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1572,12.929991484756872,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,162,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,12.301382825334498,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.259072,163,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0
882,11.544424132029599,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,164,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,11.931635799828413,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-0.014502000000000004,165,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
644,11.755871643580617,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,166,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,12.154779351142624,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.076342,167,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1582,12.693498620467778,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5466679999999999,168,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0
840,12.119969946476761,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,169,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,12.337100907936577,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.763684183317412,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,171,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,12.2783933071098,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.08769099999999999,172,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1064,12.384218830913648,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.36773599999999995,173,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.0015054797889,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,174,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1606,12.122691036591123,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.08027199999999998,175,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,12.400816722322686,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.02043699999999999,176,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,12.259613412458204,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,177,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,12.058152515453552,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,178,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,13.1260306447518,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5466679999999999,179,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
968,11.512925464970229,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,180,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,12.083905011555967,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,181,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,12.206572520571825,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.12102199999999999,182,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,11.695247021764184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,183,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.206072645530174,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,11.751942365440728,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,185,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,13.071070083016778,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.005845999999999995,186,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,12.061046873479915,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,187,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,11.813030057420567,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,188,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,11.940393392554734,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,189,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1593,12.56374708980199,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,190,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,12.66032791780777,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.278207,191,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,12.122691036591123,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,192,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,12.165250651009918,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,193,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,11.77528972943772,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,194,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.751942365440728,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-0.05005800000000001,195,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,11.908340237224891,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.220816,196,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,12.650348126203179,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5466679999999999,197,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1360,12.367340793126296,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.032294,198,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
755,11.55214617812351,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,199,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1713,12.524162674153336,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,11.84939770159144,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,201,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,12.052338545588132,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11.626254150277232,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.12102199999999999,203,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
848,11.911701584927597,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.608235644774552,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,205,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1424,12.103486056755072,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,206,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,11.876873892875459,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,207,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,11.856515169360305,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,208,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,12.531772785169476,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,209,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,11.884489021402711,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.19440000000000002,210,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.49272275765271,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,211,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,12.133501952695338,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.352425,212,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,12.439871229831715,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,213,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
990,11.957611286231675,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,214,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,11.993807212363148,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,215,450,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1070,11.80894766169701,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,216,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1436,12.254862809699606,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.345769,217,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,11.580584113444043,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,218,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,12.649154617209645,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,219,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1248,12.0271851854705,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,220,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1498,12.230277334226992,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.264137,221,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1010,12.206072645530174,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,222,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713,12.100156419938624,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,223,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.48246625748552,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,224,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2392,12.864240107194092,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6249229999999999,225,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11.626254150277232,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,226,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1203,12.577636201962656,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,227,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483,11.571194373094205,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,228,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,11.736069016284437,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,229,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,12.167851432709975,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,230,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,11.904967552746252,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.055993999999999995,231,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,12.90669184092882,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,232,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.456355113481834,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,233,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.761346823468706,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.01177400000000001,234,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
860,12.285345826424681,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.401993904262946,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,236,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,12.130810161029627,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,237,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,12.178187442040638,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.203888,238,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1694,12.669806661762314,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.46503599999999995,239,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0
735,11.635143097694478,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.203574,240,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1566,12.478006361013815,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,241,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,11.612770799939945,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,242,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,11.27720313144916,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,243,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,11.695247021764184,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,244,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,12.230765258120545,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,245,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,12.394624752074764,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,246,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,11.827736204810263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,247,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,11.84939770159144,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,248,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,12.100712129872347,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,249,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,12.531772785169476,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.265999,250,500,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
728,11.245046019814627,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,251,450,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,12.367340793126296,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,252,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,12.061046873479915,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,253,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,11.970350312009105,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.253548,254,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1314,11.884489021402711,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,255,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,12.345834587905333,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,256,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12.24288661865289,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.201056,257,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,12.301382825334498,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,258,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
963,12.352335152508426,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,259,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.48246625748552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,260,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.078239274020289,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.007708,261,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,12.528156144699286,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.46503599999999995,262,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0
506,11.925035115797062,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.278728,263,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,11.77528972943772,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.076342,264,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
680,11.198214720130528,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,265,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,12.075394321888057,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,266,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,12.128111104060462,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,267,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,12.097930486910471,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,268,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
740,11.699405031912846,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,269,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,11.904967552746252,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.016092000000000002,270,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1095,12.491251587763836,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.264137,271,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1385,12.394624752074764,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.253548,272,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1152,12.577636201962656,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,273,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,11.842229212112828,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,274,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,11.732060994886899,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.034123999999999995,275,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,12.230765258120545,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,276,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,12.211060187041213,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.46503599999999995,277,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.856515169360305,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,278,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2121,12.936751613811438,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.536635,279,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1160,12.165250651009918,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.203888,280,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
807,12.339291489316397,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,12.128111104060462,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,282,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1314,12.24288661865289,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,283,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,12.407379502235209,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,284,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1575,12.096257779522967,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,285,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,12.011880916165731,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,286,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0
912,11.976659481202368,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,287,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,11.385092093460344,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.054403,288,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
882,11.711776323715394,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.054403,289,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
698,11.941944326032129,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,290,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,12.359780370124389,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.19637,291,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
780,11.819674600139235,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-0.19777899999999998,292,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,11.782952602183288,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,12.367340793126296,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,294,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,12.025749091398891,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.032294,295,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,11.867097278690842,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.019710999999999992,296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,11.931635799828413,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.054403,297,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
975,12.384218830913648,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.203888,298,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
702,12.072541252905651,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,299,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,11.973509872299472,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.055993999999999995,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1165,11.964001084330445,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-0.005875,301,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1028,12.495003937382387,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,302,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,12.230765258120545,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.917723684090689,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,304,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1470,12.594730635321957,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,305,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,12.631013530138995,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,306,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,12.323855681186558,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,307,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,11.401993904262946,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,308,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,11.320553572322773,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.054403,309,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1896,12.793859310432293,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6182669999999999,310,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,12.017330520933296,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.220816,311,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,11.790557201568507,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,312,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,11.694413341015606,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.24958400000000003,313,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,12.834681304952548,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.285759,314,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,12.089538829274222,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0008090000000000007,315,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,12.146853285870202,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,316,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
