,LotArea,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Pool,Fence,TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_New,SaleType_Oth,SaleCondition_AdjLand,SaleCondition_Partial,BsmtFinType1_Low,SaleType_LowCon,SaleCondition_Other,lowqualfinsf,highqualsf,bedroomabvgr,tot_halfbath,tot_fullbath,extra_rooms,fireplace_binary,kitchenabvgr,kitchenqual_Ex,kitchenqual_Fa,kitchenqual_Gd,kitchenqual_TA,functional_Maj1,functional_Maj2,functional_Min1,functional_Min2,functional_Mod,functional_Sev,functional_Typ,garagecars,garagetype_2Types,garagetype_Attchd,garagetype_Basment,garagetype_BuiltIn,garagetype_CarPort,garagetype_Detchd,garagetype_NA,garagefinish_Fin,garagefinish_RFn,garagefinish_Unf,garagefinish_NA,Electrical_Y,CentralAir_Y,Heating_Ex,Heating_Gd,Heating_TA,MSZoning_C,MSZoning_RL,MSZoning_RM/RH,BldgType_1Fam,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,OverallQual_10,OverallCond_4,OverallCond_5,OverallCond_6,RoofStyle_Gable,RoofStyle_Hip,RoofMatl_WdShngl,Exterior_AsbShng,Exterior_BrkFace,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Plywood,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Ex,ExterQual_Gd,ExterQual_TA,ExterCond_Gd,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,YearBuilt
369,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,364,17,0,0,182,0,0.0,1063,11.99535161421452,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131000000000004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,3,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1959
370,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,40,0,0,0,0,0.0,953,12.057572637211731,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20895300000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,3,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2000
371,17120,80.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0.0,0,11.808813773969106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,4,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1959
372,7175,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,353,0,0,0,90,0,1.0,744,11.736069016284436,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1984
373,10634,79.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,0,0,0,0,0,1.0,608,11.719939634354555,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061059,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1319,3,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1953
374,8200,65.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100,48,0,0,0,0,0.0,847,12.299107511497365,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20895300000000003,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,4,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2003
375,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,683,11.018629143155449,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.7160569999999999,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,904,1,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,1,,,,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1922
376,8846,57.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,870,11.904967552746253,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.284658,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1996
377,11143,102.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,159,214,0,0,0,0,0.0,1580,12.736700896592346,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20895300000000003,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466,4,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2004
378,11394,88.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,113,0,0,0,0,0,0.0,1856,12.885202034321914,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1856,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2010
379,8123,60.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,63,0,0,0,0,0.0,982,12.095141084822894,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20895300000000003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,3,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2000
380,5000,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,242,0,0,0,0.0,1026,11.751942365440726,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1691,3,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1924
381,7200,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,216,121,0,0,0,0,0.0,1293,12.142866569626381,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.279448,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1301,2,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2006
382,9245,79.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,144,53,0,0,0,0,0.0,939,12.271392111650815,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.19637000000000002,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,3,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2006
383,9000,60.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0.0,784,11.238488619268468,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.234562,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1928
384,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,231,0,0,0,0,0.0,1580,12.388394202324125,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.278002,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,3,1,3,5,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1992
385,3182,43.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,146,20,0,0,144,0,0.0,1256,12.165250651009917,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,2,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2004
386,8410,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0.0,658,11.302204433654575,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1184,5,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1910
387,7200,72.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,296,0,0,0,0,0,1.0,1041,11.736069016284436,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-0.056714000000000014,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1125,3,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1976
388,9382,93.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,120,25,0,0,0,0,0.0,1468,12.160028707028768,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20895300000000003,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,3,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1999
389,12474,96.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,196,134,0,0,0,0,0.0,1682,12.962194625251508,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2332,3,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2007
390,8405,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,130,112,0,0,0,1.0,861,11.686878772093667,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.01326,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,4,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1900
391,12209,71.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125,192,0,0,0,0,0.0,804,12.278393307109802,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.470243,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,3,1,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2001
392,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,11.575900264131615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1200,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,882,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1959
393,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,788,11.512925464970227,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,788,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1941
394,10134,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39,0,0,0,0,0.0,735,11.599103161211278,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1940
395,9571,68.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44,0,0,0,0,0,0.0,1144,11.767567683343811,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.07364200000000001,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1144,3,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1956
396,7200,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,215,0,0,0,0,0,0.0,894,11.719939634354555,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,-0.06981800000000002,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1972
397,7590,69.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,168,0,0,0,0,0.0,864,12.040608205802641,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,4,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1962
398,8967,60.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,961,11.112447898373103,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.7759349999999999,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1077,2,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1920
399,8125,65.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,168,0,0,0,0,0.0,1092,12.392552212472793,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,2,0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2006
400,14963,38.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,120,30,0,0,224,0,0.0,1260,12.411052226216713,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1996
