Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
812,RM,0.0,4438,Reg,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,TA,TA,Y,140,0,0,0,0,0,None,6,ConLD,Normal,144500,1
813,C (all),66.0,8712,Reg,Inside,IDOTRR,Norm,1Fam,1Story,5,5,1952,Hip,CompShg,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,540,TA,N,FuseA,1044,0,0,1044,1,0,2,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,TA,TA,N,0,0,0,0,0,0,Shed,6,WD,Alloca,55993,0
814,RL,75.0,9750,Reg,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1442,Gd,Y,SBrkr,1442,0,0,1442,1,1,4,TA,7,Typ,0,None,Attchd,1958.0,RFn,1,TA,TA,Y,0,0,275,0,0,0,Shed,4,COD,Normal,157900,0
815,RL,45.0,8248,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1918,Gable,CompShg,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,686,Gd,Y,SBrkr,686,564,0,1250,1,1,3,Fa,7,Typ,0,None,Detchd,1955.0,Unf,1,TA,TA,P,207,0,96,0,0,0,None,7,WD,Normal,116000,1
816,RL,48.0,12137,IR2,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1998,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,1649,Ex,Y,SBrkr,1661,0,0,1661,2,0,3,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,TA,TA,Y,0,34,0,0,0,0,None,5,WD,Normal,224900,0
817,RL,0.0,11425,IR1,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,1008,Gd,Y,SBrkr,1008,0,0,1008,1,0,2,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,TA,TA,Y,0,0,120,0,0,0,None,7,WD,Normal,137000,0
818,RL,0.0,13265,IR1,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,CemntBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1568,Ex,Y,SBrkr,1689,0,0,1689,2,0,3,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,TA,TA,Y,150,59,0,0,0,0,None,7,WD,Normal,271000,1
819,RL,80.0,8816,Reg,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,1010,Gd,Y,SBrkr,1052,0,0,1052,1,0,3,TA,6,Typ,0,None,Attchd,1971.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,155000,1
820,RL,44.0,6371,IR1,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2009,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,1358,Ex,Y,SBrkr,1358,0,0,1358,2,0,2,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,TA,TA,Y,192,35,0,0,0,0,None,6,New,Partial,224000,1
821,RL,72.0,7226,IR1,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,798,Ex,Y,SBrkr,798,842,0,1640,2,1,3,Gd,6,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,0,45,0,0,0,0,None,6,WD,Normal,183000,0
822,RM,60.0,6000,Reg,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,Gable,CompShg,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,936,TA,N,SBrkr,936,0,0,936,1,0,2,TA,4,Min2,0,None,Detchd,1974.0,Unf,2,TA,TA,Y,0,32,112,0,0,0,None,2,WD,Normal,93000,0
823,RL,0.0,12394,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,847,Ex,Y,SBrkr,847,886,0,1733,2,1,3,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,TA,TA,Y,100,48,0,0,0,0,None,10,WD,Family,225000,0
824,RL,60.0,9900,Reg,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,778,TA,Y,SBrkr,944,545,0,1489,2,0,3,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,TA,TA,Y,335,0,0,0,0,0,None,7,WD,Normal,139500,0
825,FV,81.0,11216,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,1489,Ex,Y,SBrkr,1489,0,0,1489,2,0,3,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,0,140,0,0,0,0,None,6,New,Partial,232600,0
826,RL,114.0,14803,Reg,Inside,NridgHt,PosN,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,2078,Ex,Y,SBrkr,2084,0,0,2084,2,0,2,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,188,45,0,0,0,0,None,6,New,Partial,385000,1
827,RM,50.0,6130,Reg,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,784,Gd,Y,SBrkr,784,0,0,784,1,0,2,Gd,5,Typ,0,None,None,None,None,0,None,None,Y,0,0,116,0,0,0,None,5,WD,Normal,109500,1
828,RL,65.0,8529,IR1,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1454,Ex,Y,SBrkr,1434,0,0,1434,2,0,3,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,TA,TA,Y,290,39,0,0,0,0,None,4,WD,Normal,189000,0
829,RL,0.0,28698,IR2,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,Flat,Tar&Grv,Plywood,None,TA,TA,PConc,TA,Gd,Gd,LwQ,1013,TA,Y,SBrkr,1160,966,0,2126,2,1,3,TA,7,Min2,0,None,Attchd,1967.0,Fin,2,TA,TA,Y,486,0,0,0,225,0,None,6,WD,Abnorml,185000,1
830,FV,24.0,2544,Reg,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,600,Ex,Y,SBrkr,520,623,80,1223,2,1,2,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,TA,TA,Y,0,166,0,0,0,0,None,7,WD,Normal,147400,0
831,RL,80.0,11900,IR1,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1392,TA,Y,FuseA,1392,0,0,1392,1,1,3,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,TA,TA,Y,0,0,0,0,192,0,None,6,WD,Normal,166000,1
832,FV,30.0,3180,Reg,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,Gable,CompShg,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,600,Ex,Y,SBrkr,520,600,80,1200,2,1,2,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,TA,TA,Y,0,166,0,0,0,0,None,6,WD,Normal,151000,0
833,RL,44.0,9548,IR1,CulDSac,CollgCr,Norm,1Fam,2Story,7,6,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,941,Ex,Y,SBrkr,941,888,0,1829,2,1,3,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,TA,TA,Y,192,39,0,0,0,0,None,1,WD,Normal,237000,1
834,RL,100.0,10004,Reg,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1516,TA,Y,SBrkr,1516,0,0,1516,1,1,3,TA,6,Typ,0,None,Attchd,1964.0,RFn,2,TA,TA,Y,0,0,0,0,152,0,None,2,WD,Normal,167000,0
835,RL,75.0,7875,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1144,Gd,Y,SBrkr,1144,0,0,1144,1,0,3,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,9,WD,Normal,139950,1
836,RL,60.0,9600,Reg,Inside,Sawyer,Norm,1Fam,1Story,4,7,1950,Gable,CompShg,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,1067,TA,Y,SBrkr,1067,0,0,1067,2,0,2,Gd,4,Min2,0,None,Attchd,1996.0,Unf,2,TA,TA,Y,290,0,0,0,0,0,None,2,WD,Normal,128000,0
837,RM,90.0,8100,Reg,Inside,OldTown,Norm,1Fam,1Story,5,6,1948,Gable,CompShg,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Rec,1559,Gd,Y,SBrkr,1559,0,0,1559,1,0,2,TA,5,Min2,0,None,Detchd,1948.0,Unf,2,TA,TA,Y,0,116,230,0,0,0,None,6,COD,Normal,153500,1
838,RM,21.0,1680,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,483,TA,Y,SBrkr,483,504,0,987,1,1,2,TA,5,Typ,0,None,Detchd,1973.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,11,WD,Normal,100000,1
839,RL,75.0,9525,Reg,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,1099,Ex,Y,SBrkr,1099,0,0,1099,1,1,3,Gd,6,Typ,0,None,Attchd,1999.0,Unf,1,TA,TA,Y,278,0,0,0,0,0,None,6,WD,Normal,144000,0
840,RL,70.0,11767,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,768,Ex,Y,SBrkr,768,432,0,1200,1,0,3,TA,6,Typ,0,None,Detchd,1946.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,130500,0
841,RH,0.0,12155,IR1,Inside,SWISU,Norm,1Fam,2Story,6,8,1925,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,672,TA,N,SBrkr,810,672,0,1482,2,0,4,Fa,7,Typ,0,None,Detchd,1934.0,Unf,1,TA,TA,P,0,0,254,0,0,0,None,3,WD,Normal,140000,0
842,RM,60.0,10440,Reg,Inside,OldTown,Norm,1Fam,2Story,5,8,1904,Gable,CompShg,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,650,Gd,Y,SBrkr,958,581,0,1539,2,0,3,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,Gd,TA,P,70,78,68,0,0,0,None,6,WD,Normal,157500,0
843,RL,82.0,9020,Reg,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,1127,TA,Y,SBrkr,1165,0,0,1165,1,1,3,TA,6,Typ,0,None,Attchd,1966.0,RFn,2,Gd,Gd,Y,0,129,0,0,0,0,None,5,WD,Normal,174900,1
844,RL,80.0,8000,Reg,Corner,NAmes,Artery,Duplex,1Story,5,4,1961,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,1800,Ex,N,SBrkr,1800,0,0,1800,2,0,6,TA,10,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,7,WD,Normal,141000,0
845,RM,100.0,12665,IR1,Inside,OldTown,Artery,1Fam,1.5Fin,5,8,1915,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,876,Gd,Y,SBrkr,876,540,0,1416,1,1,4,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,TA,TA,Y,418,0,194,0,0,0,None,6,WD,Normal,153900,0
846,RL,0.0,16647,IR1,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,TA,Y,SBrkr,1701,0,0,1701,2,0,3,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,171000,1
847,RL,75.0,9317,Reg,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,740,Ex,Y,SBrkr,1006,769,0,1775,2,1,3,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,TA,TA,Y,234,72,192,0,0,0,None,7,WD,Normal,213000,1
848,RL,36.0,15523,IR1,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1972,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,864,Ex,Y,SBrkr,864,0,0,864,1,0,3,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,133500,1
849,RL,75.0,45600,IR2,Inside,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,907,TA,Y,SBrkr,1307,1051,0,2358,3,0,5,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,Fa,TA,Y,486,40,0,0,175,0,None,9,WD,Normal,240000,0
850,RL,80.0,9600,Reg,FR2,Veenker,Feedr,1Fam,SLvl,6,7,1976,Hip,CompShg,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,528,Ex,Y,SBrkr,1094,761,0,1855,2,1,3,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,TA,TA,Y,113,100,0,0,0,0,None,8,WD,Normal,187000,0
851,RM,36.0,4435,Reg,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,Gd,3,Typ,0,None,Attchd,2003.0,Fin,2,TA,TA,Y,140,0,0,0,0,0,None,11,WD,Normal,131500,1
852,RL,0.0,3196,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,1273,Ex,Y,SBrkr,1456,0,0,1456,2,0,2,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,TA,TA,Y,143,20,0,0,0,0,None,5,WD,Normal,215000,0
853,RL,53.0,7128,Reg,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,918,Gd,Y,SBrkr,918,728,0,1646,2,0,4,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,TA,TA,Y,0,0,0,0,126,0,None,8,WD,Normal,164000,0
854,RL,0.0,12095,IR1,Corner,NAmes,Norm,1Fam,SLvl,6,6,1964,Gable,CompShg,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Gd,Rec,1127,TA,Y,SBrkr,1445,0,0,1445,1,1,3,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,TA,TA,Y,180,0,0,0,0,0,None,8,WD,Normal,158000,0
855,RL,102.0,17920,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,4,1955,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,ALQ,1763,TA,Y,SBrkr,1779,0,0,1779,1,1,3,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,TA,TA,Y,0,418,0,0,312,0,None,7,WD,Abnorml,170000,1
856,RL,0.0,6897,IR1,Corner,Sawyer,Norm,1Fam,1Story,5,8,1962,Gable,CompShg,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,1040,Ex,Y,SBrkr,1040,0,0,1040,1,1,3,TA,6,Typ,0,None,Detchd,1962.0,Unf,1,TA,TA,Y,0,104,0,0,0,0,None,4,WD,Normal,127000,1
857,RL,0.0,10970,IR1,Inside,CollgCr,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,940,TA,Y,SBrkr,1026,0,0,1026,1,0,3,TA,5,Typ,0,None,Detchd,1981.0,Unf,2,TA,Fa,Y,0,0,34,0,0,0,None,10,WD,Normal,147000,1
858,RL,65.0,8125,Reg,Inside,Gilbert,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,702,Gd,Y,SBrkr,702,779,0,1481,2,1,3,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,TA,TA,Y,0,36,0,0,0,0,None,3,WD,Normal,174000,0
859,RL,80.0,10400,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,1090,TA,Y,SBrkr,1370,0,0,1370,2,0,3,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Family,152000,0
860,RL,0.0,11029,IR1,Corner,NWAmes,PosA,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,1054,TA,Y,SBrkr,1512,1142,0,2654,2,1,4,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,TA,TA,Y,0,65,0,0,222,0,None,8,WD,Normal,250000,1
861,RL,55.0,7642,Reg,Corner,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,Gable,CompShg,Wd Sdng,None,Gd,TA,BrkTil,TA,TA,No,Unf,912,Gd,Y,SBrkr,912,514,0,1426,1,1,3,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,TA,TA,Y,0,240,0,0,0,0,None,6,WD,Normal,189950,0
862,RL,75.0,11625,Reg,Inside,Sawyer,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,None,TA,TA,PConc,TA,TA,Mn,BLQ,1039,Ex,Y,SBrkr,1039,0,0,1039,1,1,3,TA,6,Typ,0,None,Attchd,1965.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,131500,1
863,RL,81.0,9672,Reg,Corner,SawyerW,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,1040,TA,Y,SBrkr,1097,0,0,1097,2,0,3,TA,6,Typ,0,None,Attchd,1986.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,152000,0
864,RL,70.0,7931,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,1148,TA,Y,SBrkr,1148,0,0,1148,1,0,3,TA,6,Typ,0,None,Attchd,1959.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,132500,1
865,FV,72.0,8640,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,1372,Ex,Y,SBrkr,1372,0,0,1372,2,0,3,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2,TA,TA,Y,0,140,0,0,0,0,None,5,New,Partial,250580,0
866,RL,0.0,8750,IR1,Inside,NAmes,Norm,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1002,TA,Y,SBrkr,1002,0,0,1002,1,0,3,TA,5,Typ,0,None,Detchd,1973.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,148500,1
867,RL,67.0,10656,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,1638,Ex,Y,SBrkr,1646,0,0,1646,2,0,3,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,192,80,0,0,0,0,None,11,New,Partial,248900,0
868,RL,85.0,6970,Reg,Corner,Sawyer,Feedr,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1040,TA,Y,SBrkr,1120,0,0,1120,1,1,3,Fa,5,Typ,0,None,Attchd,1961.0,RFn,2,TA,TA,Y,168,0,0,0,0,0,Shed,5,WD,Normal,129000,1
869,RL,0.0,14762,IR2,Corner,Gilbert,Feedr,1Fam,2Story,5,6,1948,Gable,CompShg,Plywood,None,TA,TA,Slab,None,None,None,None,0,Gd,Y,SBrkr,1547,720,53,2320,2,0,2,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,TA,TA,P,120,144,0,0,0,0,None,5,WD,Normal,169000,0
870,RL,80.0,9938,Reg,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1050,Ex,Y,SBrkr,1062,887,0,1949,2,1,3,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,TA,TA,Y,156,90,0,0,0,0,None,6,WD,Normal,236000,1
871,RL,60.0,6600,Reg,Inside,NAmes,PosN,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,894,Gd,N,SBrkr,894,0,0,894,1,0,2,TA,5,Typ,0,None,Detchd,1962.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,109500,0
872,RL,70.0,8750,Reg,Inside,CollgCr,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,804,Ex,Y,SBrkr,804,878,0,1682,2,1,3,Gd,7,Typ,0,None,Attchd,1998.0,RFn,2,TA,TA,Y,0,77,0,0,0,0,None,6,WD,Normal,200500,0
873,RL,74.0,8892,Reg,Corner,NAmes,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,None,Gd,TA,Stone,TA,TA,Av,Unf,105,Gd,Y,SBrkr,910,0,0,910,1,0,3,Gd,5,Typ,0,None,Attchd,1953.0,Unf,2,TA,TA,Y,196,0,150,0,0,0,None,10,WD,Normal,116000,0
874,RL,60.0,12144,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1949,Gable,CompShg,HdBoard,None,Gd,TA,CBlock,TA,TA,No,Rec,832,Gd,Y,SBrkr,1036,0,232,1268,1,0,3,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,TA,TA,Y,0,28,0,0,0,0,Othr,9,WD,Normal,133000,0
875,RM,52.0,5720,Reg,Inside,OldTown,Artery,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,676,Ex,Y,SBrkr,676,455,0,1131,1,1,3,TA,5,Typ,0,None,Detchd,1941.0,Unf,1,TA,TA,Y,26,0,0,0,0,0,None,8,WD,Abnorml,66500,0
876,FV,75.0,9000,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1184,Ex,Y,SBrkr,1184,1426,0,2610,2,1,4,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,TA,TA,Y,208,364,0,0,0,0,None,8,New,Partial,303477,0
877,RL,94.0,25286,Reg,Inside,Mitchel,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,None,TA,TA,PConc,TA,TA,Gd,ALQ,1064,Gd,Y,SBrkr,1040,0,0,1040,1,0,3,TA,5,Typ,0,None,Attchd,1963.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,132250,1
878,RL,74.0,8834,Reg,Inside,NridgHt,Norm,1Fam,2Story,9,5,2004,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,1462,Ex,Y,SBrkr,1462,762,0,2224,2,1,4,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,184,0,0,0,0,0,None,6,WD,Normal,350000,1
879,RL,88.0,11782,IR1,Inside,Sawyer,Norm,1Fam,SFoyer,5,7,1961,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,1109,TA,Y,SBrkr,1155,0,0,1155,1,0,3,Gd,6,Min2,0,None,Detchd,1987.0,Unf,2,TA,TA,Y,192,0,0,0,0,0,Shed,6,WD,Normal,148000,1
880,RL,0.0,7000,IR1,CulDSac,CollgCr,Norm,1Fam,1Story,5,8,1978,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,864,Ex,Y,SBrkr,864,0,0,864,1,0,3,TA,6,Typ,0,None,Attchd,1978.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,136500,1
881,RL,60.0,7024,Reg,Inside,Edwards,Norm,1Fam,1Story,5,5,2005,Gable,CompShg,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,1090,Gd,Y,SBrkr,1090,0,0,1090,1,1,2,TA,5,Typ,0,None,Attchd,2005.0,Fin,2,TA,TA,Y,0,49,0,0,0,0,None,6,WD,Normal,157000,1
882,RL,44.0,13758,IR1,CulDSac,Timber,Norm,1Fam,1.5Fin,7,5,1990,Gable,CompShg,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,1156,Ex,Y,SBrkr,1187,530,0,1717,2,1,3,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,TA,TA,Y,168,36,0,0,0,0,None,4,WD,Normal,187500,0
883,RL,0.0,9636,IR1,Corner,Gilbert,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,808,Gd,Y,SBrkr,808,785,0,1593,2,1,3,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,TA,TA,Y,342,40,0,0,0,0,None,12,WD,Normal,178000,0
