Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
356,3,105.0,11249,1,4,5,2,0,2,6,5,96,1,1,12,2,2,2,2,2,1,3,0,1200,0,1,4,1200,0,0,1200,2,0,3,2,6,6,0,3,1,81,2,2,5,5,2,0,26,0,0,0,0,1,8,8,4,177500,1
357,3,0.0,9248,0,4,8,2,0,2,6,6,93,1,1,6,1,3,4,2,2,4,3,2,1158,2,1,4,1167,0,0,1167,2,0,3,2,6,6,0,3,1,78,2,2,5,5,2,120,26,0,0,0,0,1,7,8,4,173000,1
358,4,44.0,4224,3,4,10,2,4,2,5,5,77,1,1,5,2,3,4,2,2,4,3,0,1142,4,1,4,1142,0,0,1142,1,1,3,3,6,6,1,4,1,62,0,2,5,5,2,536,90,0,0,0,0,1,8,8,4,134000,1
359,3,92.0,6930,0,4,4,2,0,7,5,4,59,3,1,13,1,3,4,1,4,4,0,1,1062,0,1,1,1352,0,0,1352,1,0,3,2,6,3,0,3,3,44,3,1,5,5,2,168,0,294,0,0,0,1,7,8,0,130000,1
360,3,78.0,12011,0,1,15,2,0,5,8,5,99,1,1,12,1,2,4,2,2,4,0,2,1086,0,1,4,1086,838,0,1924,2,1,3,2,7,6,1,5,1,84,2,2,5,5,2,208,75,0,0,374,0,1,6,8,4,280000,1
361,3,0.0,7540,0,1,11,2,0,6,6,6,79,1,1,12,2,3,4,1,2,4,0,2,888,0,1,4,912,0,0,912,1,0,2,3,5,6,1,5,1,64,2,2,5,5,2,0,0,0,0,192,0,1,6,8,4,156000,1
362,3,0.0,9144,3,4,3,2,0,0,5,5,43,1,1,8,2,3,4,1,4,4,3,5,883,2,1,4,988,517,0,1505,1,0,3,3,8,6,0,3,5,28,3,1,5,5,0,0,0,0,0,0,0,1,7,8,4,145000,1
363,3,64.0,7301,3,0,7,2,0,6,7,5,104,1,1,6,1,2,4,3,3,2,4,4,0,0,1,4,495,1427,0,1922,3,0,4,2,7,6,1,0,3,89,2,2,5,5,2,0,0,177,0,0,0,1,7,3,4,198500,0
364,4,21.0,1680,3,4,2,2,3,5,6,8,73,1,1,6,1,3,4,1,4,4,3,0,483,2,1,4,483,504,0,987,1,1,2,2,5,6,0,3,5,58,3,1,5,5,2,250,0,0,0,0,0,1,5,8,4,118000,0
365,3,0.0,18800,0,2,14,2,0,5,6,5,77,1,1,6,1,3,4,2,2,4,2,2,796,4,1,4,790,784,0,1574,2,1,3,3,6,6,1,5,1,62,0,2,5,5,2,306,111,0,0,0,0,1,7,8,4,190000,1
366,4,59.0,10690,3,4,9,2,0,5,5,7,24,3,1,12,2,3,2,1,4,0,3,5,672,2,1,0,672,672,0,1344,1,0,3,3,6,6,0,3,5,50,3,1,5,1,2,0,128,218,0,0,0,1,7,8,4,147000,0
367,3,0.0,9500,0,4,12,2,0,2,6,5,64,1,1,9,1,3,4,1,2,4,3,1,1394,2,1,4,1394,0,0,1394,1,1,3,3,6,6,2,2,1,49,2,2,5,5,2,0,76,0,0,185,0,1,7,8,4,159000,1
368,3,101.0,9150,0,0,12,2,0,7,6,5,63,1,5,9,1,3,4,1,2,4,1,2,1099,2,1,4,1431,0,0,1431,1,0,3,3,6,6,1,2,2,48,2,1,5,5,2,64,110,0,0,0,0,1,12,8,4,165000,1
369,3,78.0,7800,3,4,12,2,0,2,5,6,55,1,1,6,1,3,4,2,4,4,3,3,1268,2,1,4,1268,0,0,1268,1,0,2,3,7,6,1,2,1,40,0,1,5,5,2,0,98,0,0,0,0,1,3,8,4,132000,0
370,3,0.0,9830,0,0,12,2,0,2,5,7,60,1,1,13,2,3,2,1,4,4,3,0,1063,0,1,4,1287,0,0,1287,1,0,3,2,7,6,1,2,5,83,0,2,5,5,2,364,17,0,0,182,0,1,3,8,4,162000,1
371,3,0.0,8121,0,4,8,2,0,5,6,5,101,1,1,12,2,3,4,2,2,4,3,6,953,0,1,4,953,711,0,1664,2,1,3,3,7,6,1,5,1,86,2,2,5,5,2,100,40,0,0,0,0,1,1,8,4,172400,0
372,3,80.0,17120,3,4,4,1,0,0,4,4,60,1,1,14,2,3,4,1,3,2,4,4,0,4,1,4,1120,468,0,1588,2,0,4,3,7,3,1,2,5,77,0,2,5,5,0,0,59,0,0,0,0,1,7,8,4,134432,0
373,3,50.0,7175,3,4,20,2,4,2,6,5,85,1,1,9,2,3,4,1,2,4,3,0,744,4,1,4,752,0,0,752,1,0,2,3,4,6,0,3,1,70,3,1,5,5,2,353,0,0,0,90,0,1,2,8,4,125000,1
374,3,79.0,10634,3,4,12,2,0,2,5,6,54,1,1,8,2,3,4,2,4,4,3,1,608,4,1,4,1319,0,0,1319,1,0,3,3,5,3,0,3,1,39,3,1,5,5,2,66,0,0,0,0,0,1,11,8,4,123000,1
375,3,65.0,8200,3,4,5,2,0,5,7,5,104,1,1,12,2,2,4,2,2,4,3,6,847,0,1,4,847,1081,0,1928,2,1,4,2,8,6,1,2,3,89,0,2,5,5,2,100,48,0,0,0,0,1,7,8,4,219500,0
376,3,0.0,10020,0,4,7,2,0,2,1,1,26,1,1,13,2,1,1,0,1,3,1,1,683,2,0,0,904,0,0,904,0,1,1,1,4,0,0,3,6,97,1,0,3,3,2,0,0,0,0,0,0,1,3,8,4,61000,1
377,3,57.0,8846,0,1,5,2,0,6,5,5,97,1,1,12,2,2,4,2,2,4,0,2,870,0,1,4,914,0,0,914,1,0,2,3,5,6,0,3,5,84,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,148000,0
378,1,102.0,11143,0,0,21,2,0,5,8,5,105,1,1,5,2,2,4,2,2,4,3,6,1580,0,1,4,1580,886,0,2466,3,0,4,2,8,6,1,2,1,90,2,2,5,5,2,159,214,0,0,0,0,1,12,8,4,340000,0
379,3,88.0,11394,3,0,22,2,0,2,9,2,111,3,1,12,3,2,4,2,0,4,0,2,1856,0,1,4,1856,0,0,1856,1,1,1,0,8,6,1,0,1,96,0,3,5,5,2,113,0,0,0,0,0,1,6,6,5,394432,1
380,3,60.0,8123,0,4,8,6,0,5,6,5,101,1,1,12,1,3,4,2,2,4,3,6,982,0,1,4,1007,793,0,1800,2,1,3,3,7,6,1,5,1,86,0,2,5,5,2,100,63,0,0,0,0,1,6,8,4,179000,0
381,3,50.0,5000,3,4,18,2,0,0,5,6,28,1,1,3,2,3,4,0,4,4,3,3,1026,4,1,4,1026,665,0,1691,2,0,3,2,6,6,1,2,5,12,3,1,5,5,2,0,0,242,0,0,0,1,5,8,4,127000,0
382,1,60.0,7200,3,4,21,2,0,2,7,5,107,1,1,12,2,2,4,2,2,1,3,6,1293,0,1,4,1301,0,0,1301,2,0,2,2,5,6,1,2,1,92,2,2,5,5,2,216,121,0,0,0,0,1,8,6,5,187750,1
383,3,79.0,9245,0,4,5,2,0,5,7,5,107,1,1,12,2,2,4,2,2,4,0,6,939,0,1,4,939,858,0,1797,2,1,3,2,8,6,0,3,1,92,2,2,5,5,2,144,53,0,0,0,0,1,4,8,4,213500,0
384,2,60.0,9000,3,0,20,2,0,1,6,3,32,1,1,13,2,3,4,0,1,0,3,6,784,4,0,0,784,0,0,784,1,0,2,3,5,6,0,3,5,36,3,2,1,1,0,0,0,91,0,0,0,1,10,8,4,76000,0
385,3,0.0,53107,1,0,4,1,0,5,6,5,93,1,1,6,2,2,4,2,2,4,0,2,1580,0,1,4,1079,874,0,1953,2,1,3,2,9,6,2,1,1,78,0,2,5,5,2,216,231,0,0,0,0,1,6,8,4,240000,1
386,3,43.0,3182,3,4,0,2,4,2,8,5,105,1,1,12,1,2,4,2,2,4,3,2,1256,0,1,4,1269,0,0,1269,2,0,2,2,6,6,1,5,1,90,0,2,5,5,2,146,20,0,0,144,0,1,4,8,4,192000,0
387,3,58.0,8410,3,2,7,1,0,0,5,3,14,2,1,13,2,3,1,2,4,4,3,6,658,4,1,4,658,526,0,1184,1,0,5,3,8,6,0,3,6,97,1,0,3,3,0,0,151,0,0,0,0,1,5,8,1,81000,0
388,3,72.0,7200,3,4,7,2,0,7,6,6,77,3,1,8,1,3,4,1,4,4,0,0,1041,0,1,4,1125,0,0,1125,1,0,3,3,6,6,1,1,5,63,3,1,5,5,2,296,0,0,0,0,0,1,10,8,0,125000,1
389,3,93.0,9382,0,1,5,2,0,2,7,5,100,1,1,12,1,2,4,2,2,4,3,6,1468,0,1,4,1479,0,0,1479,2,0,3,2,6,6,0,3,1,85,2,2,5,5,2,120,25,0,0,0,0,1,7,8,4,191000,0
390,3,96.0,12474,3,4,16,2,0,5,10,5,108,1,1,12,3,0,4,2,0,4,0,2,1682,0,1,4,1742,590,0,2332,2,1,3,0,9,6,1,0,3,94,0,3,5,5,2,196,134,0,0,0,0,1,8,6,5,426000,1
391,3,50.0,8405,3,4,7,2,0,0,5,8,9,1,1,8,2,3,4,0,4,1,3,5,861,0,1,4,961,406,0,1367,1,0,4,3,7,6,0,3,5,64,3,1,5,5,2,0,130,112,0,0,0,1,4,8,4,119000,1
392,3,71.0,12209,0,1,11,2,0,5,6,5,102,1,1,12,2,3,4,2,0,4,3,0,804,0,1,4,804,1157,0,1961,2,1,3,2,7,6,1,5,3,87,0,2,5,5,2,125,192,0,0,0,0,1,6,8,4,215000,1
393,3,0.0,8339,0,4,12,2,0,2,5,7,60,1,1,8,2,3,4,3,3,2,4,4,0,4,1,4,882,0,0,882,1,0,3,3,5,6,0,3,1,45,2,1,5,5,2,0,0,0,0,0,0,3,7,8,4,106500,0
394,3,0.0,7446,3,0,3,1,0,2,4,5,44,1,1,14,2,3,4,1,4,4,3,5,788,4,1,0,788,0,0,788,1,0,2,3,4,6,2,5,6,97,1,0,3,3,2,0,0,0,0,0,0,1,4,8,0,100000,0
395,3,60.0,10134,3,4,17,2,0,0,5,6,43,1,1,8,2,3,4,1,4,4,3,6,735,2,1,0,735,299,0,1034,1,0,2,3,5,6,0,3,5,28,3,1,5,5,2,0,39,0,0,0,0,1,7,8,4,109000,0
396,3,68.0,9571,3,4,7,2,0,2,5,6,57,1,1,13,2,3,4,1,4,4,0,1,1144,4,1,4,1144,0,0,1144,1,0,3,3,6,6,0,3,1,42,3,1,5,5,2,44,0,0,0,0,0,1,6,8,4,129000,1
397,3,60.0,7200,3,4,5,2,0,2,5,5,73,3,1,8,2,3,4,1,4,4,0,5,894,4,1,4,894,0,0,894,1,0,2,3,6,6,0,3,5,71,2,2,5,5,2,215,0,0,0,0,0,1,9,8,4,123000,0
398,3,69.0,7590,3,4,12,4,0,5,5,5,63,1,1,12,1,3,4,1,4,4,3,0,864,4,1,4,876,936,0,1812,2,0,4,3,8,6,1,5,1,48,2,1,5,5,2,0,168,0,0,0,0,1,7,8,4,169500,0
399,4,60.0,8967,3,0,9,2,0,2,5,2,24,1,1,8,2,3,1,0,1,3,3,6,961,2,1,3,1077,0,0,1077,1,0,2,3,6,1,0,3,5,8,3,1,4,4,0,0,0,0,0,0,0,1,11,8,0,67000,0
400,1,65.0,8125,3,4,21,2,0,5,7,5,107,1,1,5,3,2,4,2,2,4,3,2,1092,0,1,4,1112,438,0,1550,2,0,2,2,7,6,0,3,1,93,0,2,5,5,2,0,168,0,0,0,0,1,10,8,4,241000,1
401,3,38.0,14963,1,4,24,2,4,2,8,5,97,1,1,3,2,2,4,2,2,4,3,2,1260,0,1,4,1288,0,0,1288,1,1,1,0,4,6,2,2,1,82,0,2,5,5,2,120,30,0,0,224,0,1,12,8,4,245500,1
402,3,65.0,8767,0,4,5,2,0,2,7,5,106,1,1,12,2,2,4,2,2,4,0,2,1310,0,1,4,1310,0,0,1310,2,0,3,2,6,6,1,2,1,91,0,2,5,5,2,0,0,0,0,0,0,1,7,6,5,164990,0
403,3,60.0,10200,3,4,19,2,0,2,5,8,43,1,1,13,2,3,4,2,4,4,3,6,672,0,1,4,672,0,0,672,1,0,2,3,4,6,0,3,5,28,3,1,5,5,0,168,0,0,0,0,0,1,8,8,4,108000,0
404,3,93.0,12090,3,0,15,2,0,5,8,5,99,3,1,12,1,2,4,2,2,4,3,6,1141,2,1,4,1165,1098,0,2263,2,1,4,2,10,6,1,5,3,84,0,2,5,5,2,144,123,0,0,0,0,1,7,8,0,258000,0
405,3,0.0,10364,0,4,8,2,0,5,6,5,96,1,1,8,2,3,4,2,2,4,3,6,806,2,1,4,806,766,0,1572,2,1,3,3,7,6,1,5,3,81,0,2,5,5,2,0,40,0,0,0,0,1,5,8,4,168000,0
406,3,0.0,9991,0,0,19,1,0,2,4,4,77,1,1,9,2,3,4,1,4,4,3,1,1281,0,1,4,1620,0,0,1620,2,0,3,3,8,2,1,5,1,79,3,2,5,5,2,120,78,0,0,0,0,1,6,8,4,150000,1
407,3,51.0,10480,3,4,18,2,0,0,6,5,39,1,1,8,2,3,4,0,4,4,3,6,1064,0,1,0,1166,0,473,1639,1,0,3,3,6,1,0,3,5,24,3,1,5,5,2,0,0,0,0,0,0,1,3,8,4,115000,0
408,3,63.0,15576,3,4,6,2,0,5,6,7,19,1,1,13,2,3,4,0,2,4,3,6,840,0,1,4,840,840,0,1680,2,0,4,3,8,6,0,3,1,46,3,1,5,5,2,0,0,160,0,0,0,1,3,8,4,177000,0
409,3,109.0,14154,3,0,16,2,0,5,7,5,107,1,1,12,1,2,4,2,0,1,3,6,1063,0,1,4,1071,1101,0,2172,2,1,3,2,9,6,1,2,1,92,2,3,5,5,2,192,62,0,0,0,0,1,8,6,5,280000,0
410,1,85.0,10800,3,4,21,2,0,5,8,5,108,1,1,12,3,2,4,2,0,4,3,2,1034,0,1,4,1050,1028,0,2078,2,1,3,0,8,6,1,2,1,94,0,3,5,5,2,0,102,0,0,0,0,1,4,6,5,339750,1
411,3,68.0,9571,3,4,7,2,0,2,5,3,59,1,1,2,2,3,1,1,4,0,3,6,1276,4,1,0,1276,0,0,1276,1,0,3,3,5,4,0,3,1,44,3,1,5,5,2,0,0,0,0,0,0,1,6,0,0,60000,0
412,3,100.0,34650,3,4,8,2,1,2,5,5,56,3,1,13,2,3,4,1,4,4,2,5,1056,4,0,4,1056,0,0,1056,1,0,3,3,5,6,0,3,1,41,0,2,5,5,2,264,0,0,0,0,0,1,1,8,4,145000,1
413,1,0.0,4403,1,4,21,2,0,2,7,5,110,1,1,8,3,0,4,2,0,4,0,2,1470,0,1,4,1478,0,0,1478,2,1,2,2,7,6,1,2,1,95,0,2,5,5,2,0,144,0,0,0,0,1,6,6,5,222000,1
414,4,56.0,8960,3,4,17,0,0,2,5,6,31,1,1,14,2,3,4,1,4,4,3,6,1008,2,1,0,1028,0,0,1028,1,0,2,3,5,6,1,2,5,15,3,2,5,5,2,0,0,130,0,0,0,1,3,8,4,115000,0
415,3,59.0,11228,1,1,20,2,0,5,7,5,94,1,1,12,2,2,4,2,2,4,3,1,1080,0,1,4,1080,1017,0,2097,2,1,3,2,9,6,1,5,1,79,3,3,5,5,2,196,187,0,0,0,0,1,12,8,4,228000,1
416,3,73.0,8899,0,4,8,2,0,2,7,5,108,1,1,12,2,2,4,2,2,4,0,2,1340,0,1,4,1340,0,0,1340,2,0,3,2,6,6,0,3,1,93,0,2,5,5,2,100,30,0,0,0,0,1,8,6,5,181134,0
417,3,74.0,7844,3,4,19,2,0,5,6,7,79,3,1,6,1,3,4,1,4,4,3,0,672,4,1,4,672,728,0,1400,1,1,3,3,6,6,1,5,1,64,0,2,5,5,2,0,0,0,0,0,0,1,3,8,4,149500,0
418,3,86.0,22420,0,4,6,1,0,5,6,6,22,3,1,13,2,3,4,0,2,4,3,1,1370,4,0,0,1370,1254,0,2624,2,1,4,3,10,6,1,2,5,7,3,3,5,5,0,0,0,0,0,0,0,1,11,8,4,239000,1
419,3,60.0,8160,3,4,7,2,0,0,5,6,43,1,1,8,2,3,4,0,4,4,3,0,756,1,0,1,756,378,0,1134,1,1,3,3,7,6,0,3,5,28,3,1,5,5,1,0,0,0,0,0,0,1,4,8,1,126000,1
420,3,65.0,8450,3,4,12,2,0,2,5,6,69,1,1,12,2,3,4,1,4,4,3,1,1056,0,1,4,1056,0,0,1056,1,0,3,3,6,6,1,1,1,54,3,1,5,5,2,0,85,184,0,0,0,1,7,8,4,142000,1
421,4,78.0,7060,3,4,11,2,2,6,7,5,98,1,1,12,1,3,2,2,2,1,1,2,1344,0,1,4,1344,0,0,1344,2,0,2,3,8,6,0,3,1,83,0,4,5,5,2,0,0,0,0,0,0,1,11,8,2,206300,1
422,3,0.0,16635,0,2,14,2,0,2,6,7,78,1,1,5,3,2,4,1,2,4,3,0,1602,2,1,4,1602,0,0,1602,2,0,3,2,8,6,1,5,1,63,0,2,5,5,2,240,0,0,0,0,0,1,6,8,4,215000,1
423,3,100.0,21750,3,4,11,0,0,2,5,5,55,3,1,6,2,3,4,1,4,4,3,6,988,0,1,0,988,0,0,988,1,0,2,3,4,6,0,3,1,40,2,2,5,5,0,0,0,0,0,0,0,1,2,8,4,113000,0
424,3,80.0,9200,3,4,15,2,0,5,8,5,99,1,1,12,1,2,4,2,2,4,3,2,1470,2,1,4,1470,1160,0,2630,2,1,4,2,8,6,1,5,1,84,0,3,5,5,2,0,66,0,0,0,0,1,6,8,4,315000,1
425,3,72.0,9000,3,4,12,2,0,2,6,5,57,1,1,13,1,3,4,1,2,4,3,3,1196,2,1,0,1196,0,0,1196,1,0,2,3,6,6,1,2,1,42,2,1,5,5,2,0,44,0,0,0,0,1,5,8,4,139000,1
426,4,60.0,3378,3,4,17,2,0,5,7,8,47,1,1,6,2,3,2,1,4,4,3,6,651,2,1,4,707,682,0,1389,1,1,3,3,6,6,2,2,5,33,3,1,5,5,1,0,0,126,0,0,0,1,9,8,4,135000,0
427,3,0.0,12800,3,4,20,2,0,7,7,5,90,1,1,13,1,2,4,2,2,4,1,2,1518,2,1,4,1644,0,0,1644,2,0,2,2,5,6,1,5,1,75,0,2,5,5,2,80,0,0,0,396,0,1,8,8,4,275000,1
428,3,77.0,8593,0,4,12,2,0,2,4,6,58,3,1,8,2,3,4,1,4,4,3,5,907,0,1,4,907,0,0,907,1,0,3,3,5,6,0,3,5,50,3,1,5,5,2,0,0,0,0,0,0,1,7,8,4,109008,0
429,3,64.0,6762,3,4,5,2,0,2,7,5,108,1,1,12,1,2,4,2,2,4,3,2,1208,0,1,4,1208,0,0,1208,2,0,2,2,6,6,0,3,1,93,2,2,5,5,2,105,54,0,0,0,0,1,9,6,5,195400,1
430,3,130.0,11457,0,0,23,2,0,2,6,5,89,1,1,6,2,3,4,1,2,4,2,2,1392,4,1,4,1412,0,0,1412,2,0,3,2,6,6,1,5,1,74,3,2,5,5,2,0,0,169,0,0,0,1,3,8,4,175000,1
431,4,21.0,1680,3,4,2,2,3,5,6,5,72,1,1,6,1,3,4,1,4,4,3,0,483,4,1,4,483,504,0,987,1,1,2,3,4,6,0,3,5,57,3,1,5,5,2,0,0,0,0,0,0,1,7,0,0,85400,0
432,4,60.0,5586,0,4,17,1,0,0,6,7,24,1,1,8,2,3,4,0,4,4,3,6,901,2,1,4,1088,110,0,1198,1,0,4,3,7,6,0,3,6,97,1,0,3,3,0,0,98,0,0,0,0,1,9,3,0,79900,0
433,4,24.0,1920,3,4,2,2,4,5,5,5,72,1,1,6,1,3,4,1,4,4,3,0,765,0,1,4,765,600,0,1365,1,1,2,3,6,2,0,3,5,57,3,2,5,5,2,240,36,0,0,0,0,1,8,8,4,122500,1
434,3,100.0,10839,0,0,8,2,0,5,6,5,98,1,1,12,2,3,4,2,2,4,3,6,926,0,1,4,926,678,0,1604,2,1,3,3,7,6,1,5,1,83,0,2,5,5,2,0,36,0,0,0,0,1,7,8,4,181000,0
435,4,21.0,1890,3,4,10,2,3,6,4,7,73,1,1,5,2,3,2,1,2,4,0,0,630,2,1,4,630,0,0,630,1,0,1,3,3,6,0,3,6,97,1,0,3,3,2,88,0,0,0,0,0,1,6,8,4,81000,1
436,3,43.0,10667,1,1,5,4,0,5,7,6,97,1,1,12,2,2,4,2,2,4,0,2,799,0,1,4,827,834,0,1661,2,1,3,2,6,6,1,5,1,82,2,2,5,5,2,158,61,0,0,0,0,1,4,5,4,212000,1
437,4,40.0,4400,3,4,17,2,0,0,6,8,24,1,1,11,2,3,4,0,1,4,3,6,648,4,1,0,734,384,0,1118,1,0,2,3,6,6,0,3,5,76,3,2,5,5,2,0,0,0,0,0,0,1,10,8,4,116000,0
438,4,50.0,6000,3,4,3,2,0,1,6,7,30,1,1,13,2,2,4,2,4,4,3,6,884,2,1,4,904,0,0,904,1,0,2,3,4,6,0,3,5,14,3,1,5,5,2,0,0,105,0,0,0,1,1,8,4,119000,0
439,3,40.0,4280,3,4,6,2,0,2,5,6,17,1,1,14,2,3,4,2,4,4,3,3,440,4,0,4,694,0,0,694,1,0,2,2,4,6,1,2,5,76,3,1,2,5,1,0,0,34,0,0,0,1,3,8,4,90350,0
440,3,67.0,12354,3,0,7,2,0,0,6,8,24,1,1,13,2,3,4,0,4,0,2,6,684,2,1,4,684,512,0,1196,1,0,3,2,7,6,0,3,5,91,3,2,5,5,2,0,46,0,0,0,0,3,8,4,4,110000,0
441,3,105.0,15431,3,4,16,2,0,2,10,5,109,3,1,12,3,0,4,2,0,4,1,2,3094,0,1,4,2402,0,0,2402,2,0,2,0,10,6,2,2,1,94,0,3,5,5,2,0,72,0,0,170,0,1,4,8,4,555000,1
442,3,92.0,12108,3,4,7,2,2,2,4,4,56,1,1,12,1,3,4,1,4,4,3,0,1440,4,0,1,1440,0,0,1440,2,0,4,1,8,6,0,3,6,97,1,0,3,3,2,0,0,0,0,0,0,1,9,8,4,118000,0
443,4,52.0,6240,3,4,3,2,0,0,5,7,34,1,1,8,2,3,4,2,4,4,3,6,1078,4,1,4,1128,445,0,1573,2,0,3,3,8,6,1,2,5,18,3,2,5,5,1,0,0,0,0,0,0,1,6,8,4,162900,0
444,3,53.0,3922,3,4,0,2,4,2,7,5,107,1,1,14,1,2,4,2,0,4,0,6,1258,0,1,4,1258,0,0,1258,2,0,2,2,6,6,1,2,1,93,0,3,5,5,2,144,16,0,0,0,0,1,6,6,5,172500,0
445,3,70.0,8750,3,4,5,2,0,5,7,5,95,1,1,12,2,2,2,2,2,4,3,2,915,0,1,4,933,975,0,1908,2,1,4,2,8,6,1,5,1,80,3,2,5,5,2,144,133,0,0,0,0,1,7,8,4,210000,1
446,3,73.0,9855,3,0,7,2,0,2,6,5,57,3,1,13,2,3,4,1,4,4,3,6,1436,1,1,4,1689,0,0,1689,1,0,3,3,7,6,1,2,1,42,3,2,5,5,2,0,0,0,0,0,0,1,11,0,4,127500,0
447,3,137.0,16492,0,0,12,3,0,2,6,6,67,1,1,3,2,2,4,1,4,4,3,0,1517,0,1,4,1888,0,0,1888,2,1,2,2,6,4,1,2,1,52,0,2,5,5,2,0,0,0,0,0,0,1,6,8,4,190000,0
448,3,0.0,11214,0,0,8,2,0,5,7,5,99,1,1,12,2,2,4,2,2,4,3,6,930,2,1,4,956,930,0,1886,2,1,4,2,10,6,1,5,1,84,0,2,5,5,2,89,0,0,0,0,0,1,7,8,4,199900,0
449,4,50.0,8600,3,4,9,2,0,0,6,6,40,1,1,8,2,3,4,0,4,4,3,6,780,4,1,4,780,596,0,1376,2,0,3,3,7,6,1,2,5,25,3,1,5,5,0,0,0,0,0,0,0,1,6,8,4,119500,0
450,4,50.0,6000,3,4,17,2,0,0,3,7,49,1,1,8,2,3,2,1,4,4,3,0,649,0,1,4,679,504,0,1183,1,1,2,3,6,6,0,3,5,67,3,1,5,5,2,0,176,0,0,0,0,1,6,8,4,120000,0
451,4,70.0,5684,3,4,17,2,0,2,6,8,34,3,1,13,2,3,4,0,4,4,3,6,813,0,1,0,813,0,0,813,1,0,2,2,5,6,0,3,5,20,3,1,1,1,0,0,113,0,0,0,0,1,6,8,4,110000,0
452,3,62.0,70761,0,4,4,2,0,2,7,5,76,1,7,9,2,3,4,1,2,4,1,0,1533,4,1,4,1533,0,0,1533,2,0,2,2,5,6,2,5,1,61,3,2,5,5,2,200,54,0,0,0,0,1,12,8,4,280000,1
453,3,0.0,9303,0,0,23,2,0,5,6,5,97,3,1,12,1,2,4,2,0,4,3,0,872,0,1,4,888,868,0,1756,2,1,3,3,7,6,0,3,1,82,0,2,5,5,2,144,122,0,0,0,0,1,7,8,4,204000,1
454,1,75.0,9000,3,4,21,2,0,5,8,5,109,1,1,12,2,2,4,2,2,4,3,6,768,0,1,4,786,804,0,1590,2,1,3,2,6,6,0,3,1,94,2,2,5,5,2,0,30,0,0,0,0,1,6,8,4,210000,0
455,3,63.0,9297,3,4,11,2,2,2,5,5,77,1,1,9,2,3,4,1,4,4,3,0,1728,4,1,4,1728,0,0,1728,2,0,4,3,8,6,0,3,5,62,3,2,5,5,2,0,0,0,0,0,0,1,7,8,3,188000,1
456,3,80.0,9600,3,4,14,2,0,2,7,6,74,3,1,6,1,3,4,1,4,4,3,0,1242,1,1,4,1242,0,0,1242,1,1,3,3,6,6,1,5,1,59,3,2,5,5,2,0,0,0,0,0,0,1,9,8,4,175500,0
457,4,34.0,4571,3,4,17,2,0,5,5,5,20,1,1,0,2,3,4,0,4,4,3,6,624,1,0,4,624,720,0,1344,1,0,4,3,7,6,0,3,5,6,3,3,1,1,2,0,0,96,0,0,0,1,5,0,0,98000,0
458,3,0.0,53227,0,1,4,2,0,2,4,6,55,0,5,9,2,3,4,1,2,4,1,1,1364,0,1,4,1663,0,0,1663,1,0,2,2,6,2,2,2,1,40,0,2,5,5,2,224,137,0,0,0,0,1,3,8,4,256000,1
459,4,0.0,5100,3,4,17,2,0,5,8,7,29,3,1,11,2,3,2,2,4,4,3,6,588,1,1,4,833,833,0,1666,1,0,3,2,7,6,1,2,5,13,3,1,5,5,2,192,63,0,0,0,0,1,6,8,4,161000,0
460,3,0.0,7015,0,0,3,2,0,0,5,4,51,1,1,8,0,3,4,1,4,4,3,3,709,4,1,4,979,224,0,1203,1,0,3,2,5,6,1,5,5,36,3,1,5,5,2,0,0,248,0,0,0,1,7,8,4,110000,1
461,1,75.0,8004,0,4,21,6,0,5,8,5,110,1,1,12,3,2,4,2,2,4,3,2,832,0,1,4,832,1103,0,1935,2,1,3,3,8,6,0,3,3,95,0,2,5,5,2,0,150,0,0,0,0,1,12,6,5,263435,1
462,3,60.0,7200,3,4,18,1,0,5,7,9,39,1,1,13,2,2,2,2,2,1,3,0,560,0,1,4,575,560,0,1135,1,0,3,2,6,6,0,3,5,57,2,2,5,5,2,256,0,0,0,0,0,1,4,8,4,155000,1
463,3,60.0,8281,0,4,19,2,0,2,5,5,66,1,1,8,2,3,4,1,4,4,3,5,864,2,1,4,864,0,0,864,1,0,3,3,5,6,1,4,5,51,3,1,5,5,2,0,0,236,0,0,0,1,12,8,4,62383,0
464,3,74.0,11988,0,4,6,2,0,5,6,7,37,3,1,11,2,3,4,1,4,4,3,3,715,1,1,0,849,811,0,1660,1,1,3,3,6,6,1,2,5,27,3,1,5,5,2,0,0,0,0,0,0,1,8,8,4,188700,0
