"","id","garagecars","garagetype_2Types","garagetype_Attchd","garagetype_Basment","garagetype_BuiltIn","garagetype_CarPort","garagetype_Detchd","garagetype_NA","garagefinish_Fin","garagefinish_RFn","garagefinish_Unf","garagefinish_NA"
"467",467,2,0,1,0,0,0,0,0,0,0,1,0
"468",468,1,0,1,0,0,0,0,0,0,0,1,0
"469",469,3,0,1,0,0,0,0,0,0,1,0,0
"470",470,2,0,1,0,0,0,0,0,0,1,0,0
"471",471,2,0,1,0,0,0,0,0,0,1,0,0
"472",472,2,0,1,0,0,0,0,0,0,1,0,0
"473",473,2,0,0,1,0,0,0,0,0,1,0,0
"474",474,3,0,1,0,0,0,0,0,0,1,0,0
"475",475,2,0,1,0,0,0,0,0,0,1,0,0
"476",476,2,0,0,0,0,0,1,0,0,0,1,0
"477",477,2,0,1,0,0,0,0,0,1,0,0,0
"478",478,3,0,0,0,1,0,0,0,1,0,0,0
"479",479,3,0,1,0,0,0,0,0,0,1,0,0
"480",480,2,0,0,0,0,0,1,0,0,0,1,0
"481",481,3,0,1,0,0,0,0,0,1,0,0,0
"482",482,3,0,1,0,0,0,0,0,1,0,0,0
"483",483,1,0,1,0,0,0,0,0,0,0,1,0
"484",484,2,0,1,0,0,0,0,0,0,0,1,0
"485",485,1,0,0,0,0,0,1,0,0,0,1,0
"486",486,1,0,1,0,0,0,0,0,0,0,1,0
"487",487,2,0,1,0,0,0,0,0,0,1,0,0
"488",488,2,0,1,0,0,0,0,0,0,0,1,0
"489",489,2,0,1,0,0,0,0,0,0,0,1,0
"490",490,1,0,1,0,0,0,0,0,0,0,1,0
"491",491,1,0,0,0,1,0,0,0,1,0,0,0
"492",492,1,0,1,0,0,0,0,0,0,0,1,0
"493",493,2,0,1,0,0,0,0,0,0,1,0,0
"494",494,1,0,0,0,0,0,1,0,0,0,1,0
"495",495,1,0,1,0,0,0,0,0,0,0,1,0
"496",496,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"497",497,2,0,1,0,0,0,0,0,0,1,0,0
"498",498,1,0,0,0,0,0,1,0,0,0,1,0
"499",499,1,0,1,0,0,0,0,0,1,0,0,0
"500",500,1,0,1,0,0,0,0,0,1,0,0,0
"501",501,1,0,0,0,0,0,1,0,0,0,1,0
"502",502,2,0,1,0,0,0,0,0,0,1,0,0
"503",503,2,0,0,0,0,0,1,0,0,0,1,0
"504",504,2,0,1,0,0,0,0,0,1,0,0,0
"505",505,2,0,1,0,0,0,0,0,0,0,1,0
"506",506,2,0,0,0,0,0,1,0,0,0,1,0
"507",507,2,0,1,0,0,0,0,0,0,1,0,0
"508",508,2,0,1,0,0,0,0,0,1,0,0,0
"509",509,2,0,0,0,0,0,1,0,0,0,1,0
"510",510,1,0,1,0,0,0,0,0,0,1,0,0
"511",511,1,0,0,0,0,1,0,0,0,0,1,0
"512",512,2,0,1,0,0,0,0,0,0,1,0,0
"513",513,2,0,0,0,0,0,1,0,0,0,1,0
"514",514,2,0,1,0,0,0,0,0,0,0,1,0
"515",515,1,0,0,0,0,0,1,0,0,0,1,0
"516",516,3,0,1,0,0,0,0,0,1,0,0,0
"517",517,2,0,1,0,0,0,0,0,0,1,0,0
"518",518,3,0,1,0,0,0,0,0,0,1,0,0
"519",519,2,0,1,0,0,0,0,0,0,1,0,0
"520",520,1,0,0,0,0,0,1,0,0,0,1,0
"521",521,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"522",522,1,0,1,0,0,0,0,0,0,0,1,0
"523",523,2,0,0,0,0,0,1,0,0,0,1,0
"524",524,3,0,0,0,1,0,0,0,1,0,0,0
"525",525,3,0,1,0,0,0,0,0,1,0,0,0
"526",526,2,0,1,0,0,0,0,0,0,0,1,0
"527",527,1,0,1,0,0,0,0,0,0,0,1,0
"528",528,3,0,1,0,0,0,0,0,1,0,0,0
"529",529,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"530",530,2,0,1,0,0,0,0,0,0,1,0,0
"531",531,2,0,1,0,0,0,0,0,0,1,0,0
"532",532,2,0,0,0,0,0,1,0,1,0,0,0
"533",533,1,0,0,0,0,0,1,0,0,0,1,0
"534",534,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"535",535,2,0,1,0,0,0,0,0,1,0,0,0
"536",536,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"537",537,2,0,1,0,0,0,0,0,1,0,0,0
"538",538,2,0,0,0,0,0,1,0,0,0,1,0
"539",539,1,0,1,0,0,0,0,0,0,0,1,0
"540",540,2,0,1,0,0,0,0,0,0,1,0,0
"541",541,3,0,1,0,0,0,0,0,1,0,0,0
"542",542,3,0,0,0,1,0,0,0,1,0,0,0
"543",543,2,0,1,0,0,0,0,0,1,0,0,0
"544",544,1,0,1,0,0,0,0,0,1,0,0,0
"545",545,2,0,1,0,0,0,0,0,0,1,0,0
"546",546,3,0,1,0,0,0,0,0,0,0,1,0
"547",547,2,0,0,0,0,0,1,0,0,0,1,0
"548",548,2,0,0,0,0,0,1,0,0,0,1,0
"549",549,2,0,0,0,0,0,1,0,0,1,0,0
"550",550,2,0,0,0,1,0,0,0,1,0,0,0
"551",551,2,0,1,0,0,0,0,0,0,1,0,0
"552",552,1,0,1,0,0,0,0,0,1,0,0,0
"553",553,3,0,1,0,0,0,0,0,0,1,0,0
"554",554,2,0,0,0,0,0,1,0,1,0,0,0
"555",555,3,0,0,0,1,0,0,0,0,1,0,0
"556",556,1,0,0,0,0,0,1,0,0,0,1,0
"557",557,1,0,1,0,0,0,0,0,1,0,0,0
"558",558,1,0,0,0,0,1,0,0,0,0,1,0
"559",559,2,0,1,0,0,0,0,0,0,0,1,0
"560",560,2,0,1,0,0,0,0,0,1,0,0,0
"561",561,2,0,0,0,0,0,1,0,0,0,1,0
"562",562,2,0,1,0,0,0,0,0,0,1,0,0
"563",563,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"564",564,2,0,0,0,0,0,1,0,1,0,0,0
"565",565,2,0,1,0,0,0,0,0,0,1,0,0
"566",566,1,0,0,0,0,0,1,0,0,0,1,0
"567",567,3,0,0,0,1,0,0,0,1,0,0,0
"568",568,2,0,1,0,0,0,0,0,0,1,0,0
"569",569,2,0,0,0,1,0,0,0,1,0,0,0
"570",570,2,0,0,0,0,0,1,0,0,0,1,0
"571",571,2,0,0,0,0,0,1,0,0,0,1,0
"572",572,1,0,1,0,0,0,0,0,0,0,1,0
"573",573,2,0,1,0,0,0,0,0,0,1,0,0
"574",574,2,0,0,0,1,0,0,0,0,1,0,0
"575",575,1,0,0,0,1,0,0,0,0,0,1,0
"576",576,1,0,0,0,0,0,1,0,0,0,1,0
"577",577,1,0,0,0,0,0,1,0,0,0,1,0
"578",578,2,0,1,0,0,0,0,0,0,1,0,0
"579",579,2,0,0,0,0,0,1,0,0,0,1,0
"580",580,1,0,1,0,0,0,0,0,0,0,1,0
"581",581,2,0,1,0,0,0,0,0,0,0,1,0
"582",582,3,0,1,0,0,0,0,0,0,1,0,0
"583",583,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"584",584,2,0,0,0,0,0,1,0,0,0,1,0
"585",585,1,0,0,0,0,0,1,0,0,0,1,0
"586",586,3,0,1,0,0,0,0,0,0,1,0,0
"587",587,1,0,0,0,0,0,1,0,1,0,0,0
"588",588,2,0,0,0,0,0,1,0,0,0,1,0
"589",589,1,0,1,0,0,0,0,0,0,0,1,0
"590",590,1,0,0,0,0,0,1,0,0,0,1,0
"591",591,2,0,1,0,0,0,0,0,0,1,0,0
"592",592,3,0,0,0,1,0,0,0,0,1,0,0
"593",593,2,0,0,0,0,0,1,0,1,0,0,0
"594",594,2,0,1,0,0,0,0,0,1,0,0,0
"595",595,1,0,0,0,0,0,1,0,0,0,1,0
"596",596,3,0,1,0,0,0,0,0,1,0,0,0
"597",597,1,0,0,0,0,0,1,0,0,0,1,0
"598",598,3,0,1,0,0,0,0,0,1,0,0,0
"599",599,2,0,1,0,0,0,0,0,1,0,0,0
"600",600,2,0,1,0,0,0,0,0,1,0,0,0
"601",601,2,0,0,0,1,0,0,0,1,0,0,0
"602",602,1,0,0,0,0,0,1,0,0,0,1,0
"603",603,2,0,1,0,0,0,0,0,1,0,0,0
"604",604,2,0,0,0,0,0,1,0,0,1,0,0
"605",605,2,0,1,0,0,0,0,0,0,1,0,0
"606",606,2,0,1,0,0,0,0,0,0,0,1,0
"607",607,2,0,0,0,0,0,1,0,0,0,1,0
"608",608,1,0,1,0,0,0,0,0,0,0,1,0
"609",609,2,0,0,1,0,0,0,0,0,0,1,0
"610",610,1,0,1,0,0,0,0,0,0,0,1,0
"611",611,3,0,1,0,0,0,0,0,1,0,0,0
"612",612,2,0,1,0,0,0,0,0,0,0,1,0
"613",613,2,0,0,0,1,0,0,0,0,1,0,0
"614",614,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"615",615,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"616",616,2,0,1,0,0,0,0,0,0,1,0,0
"617",617,2,0,1,0,0,0,0,0,1,0,0,0
"618",618,2,0,0,0,0,0,1,0,0,0,1,0
"619",619,3,0,1,0,0,0,0,0,0,0,1,0
"620",620,3,0,1,0,0,0,0,0,1,0,0,0
"621",621,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"622",622,2,0,1,0,0,0,0,0,0,1,0,0
"623",623,2,0,0,0,0,0,1,0,0,0,1,0
"624",624,2,0,0,0,0,0,1,0,0,0,1,0
"625",625,2,0,1,0,0,0,0,0,0,1,0,0
"626",626,2,0,1,0,0,0,0,0,0,0,1,0
"627",627,1,0,1,0,0,0,0,0,0,1,0,0
"628",628,1,0,0,1,0,0,0,0,0,1,0,0
"629",629,2,0,1,0,0,0,0,0,0,0,1,0
"630",630,2,0,1,0,0,0,0,0,0,1,0,0
"631",631,1,0,0,0,0,0,1,0,0,0,1,0
"632",632,2,0,1,0,0,0,0,0,0,1,0,0
"633",633,2,0,1,0,0,0,0,0,1,0,0,0
"634",634,1,0,1,0,0,0,0,0,0,0,1,0
"635",635,2,0,0,0,0,0,1,0,0,0,1,0
"636",636,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"637",637,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"638",638,1,0,0,0,1,0,0,0,0,0,1,0
"639",639,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"640",640,3,0,1,0,0,0,0,0,1,0,0,0
"641",641,2,0,1,0,0,0,0,0,0,1,0,0
"642",642,2,0,1,0,0,0,0,0,1,0,0,0
"643",643,2,0,1,0,0,0,0,0,1,0,0,0
"644",644,2,0,1,0,0,0,0,0,1,0,0,0
"645",645,3,0,1,0,0,0,0,0,1,0,0,0
"646",646,2,0,0,0,0,0,1,0,0,0,1,0
"647",647,2,0,0,0,0,0,1,0,0,0,1,0
"648",648,2,0,1,0,0,0,0,0,0,1,0,0
"649",649,2,0,1,0,0,0,0,0,0,0,1,0
"650",650,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"651",651,2,0,1,0,0,0,0,0,0,1,0,0
"652",652,1,0,0,0,0,0,1,0,0,0,1,0
"653",653,2,0,1,0,0,0,0,0,0,1,0,0
"654",654,1,0,0,0,0,0,1,0,0,0,1,0
"655",655,3,0,1,0,0,0,0,0,1,0,0,0
"656",656,1,0,0,0,0,0,1,0,0,0,1,0
"657",657,1,0,1,0,0,0,0,0,0,1,0,0
"658",658,1,0,1,0,0,0,0,0,0,1,0,0
"659",659,1,0,1,0,0,0,0,0,0,0,1,0
"660",660,2,0,0,0,0,0,1,0,1,0,0,0
"661",661,2,0,1,0,0,0,0,0,0,1,0,0
"662",662,3,0,1,0,0,0,0,0,0,1,0,0
"663",663,2,0,1,0,0,0,0,0,0,1,0,0
"664",664,2,0,0,0,0,0,1,0,0,1,0,0
"665",665,3,0,1,0,0,0,0,0,1,0,0,0
"666",666,2,0,1,0,0,0,0,0,0,1,0,0
"667",667,2,0,0,0,0,1,0,0,0,0,1,0
"668",668,2,0,1,0,0,0,0,0,0,1,0,0
"669",669,2,0,0,0,0,0,1,0,0,0,1,0
"670",670,1,0,0,0,0,0,1,0,0,0,1,0
"671",671,2,0,1,0,0,0,0,0,1,0,0,0
"672",672,1,0,0,0,0,0,1,0,0,0,1,0
"673",673,2,0,1,0,0,0,0,0,0,1,0,0
"674",674,2,0,1,0,0,0,0,0,1,0,0,0
"675",675,1,0,1,0,0,0,0,0,0,1,0,0
"676",676,2,0,1,0,0,0,0,0,0,0,1,0
"677",677,3,1,0,0,0,0,0,0,0,0,1,0
"678",678,1,0,0,0,0,0,1,0,0,0,1,0
"679",679,3,0,1,0,0,0,0,0,1,0,0,0
"680",680,2,0,0,0,0,0,1,0,0,0,1,0
"681",681,1,0,1,0,0,0,0,0,0,1,0,0
"682",682,1,0,0,0,0,0,1,0,0,0,1,0
"683",683,2,0,1,0,0,0,0,0,0,0,1,0
"684",684,3,0,1,0,0,0,0,0,1,0,0,0
"685",685,2,0,1,0,0,0,0,0,1,0,0,0
"686",686,2,0,1,0,0,0,0,0,1,0,0,0
"687",687,2,0,1,0,0,0,0,0,1,0,0,0
"688",688,2,0,0,0,0,0,1,0,0,0,1,0
"689",689,2,0,1,0,0,0,0,0,0,1,0,0
"690",690,2,0,1,0,0,0,0,0,0,1,0,0
"691",691,2,0,1,0,0,0,0,0,0,1,0,0
"692",692,3,0,1,0,0,0,0,0,1,0,0,0
"693",693,2,0,1,0,0,0,0,0,0,1,0,0
"694",694,1,0,0,0,0,0,1,0,0,0,1,0
"695",695,2,0,0,0,0,0,1,0,0,0,1,0
"696",696,2,0,1,0,0,0,0,0,0,0,1,0
"697",697,1,0,0,0,0,0,1,0,0,0,1,0
"698",698,1,0,0,0,0,0,1,0,0,0,1,0
"699",699,1,0,0,0,0,0,1,0,0,0,1,0
"700",700,2,0,1,0,0,0,0,0,0,1,0,0
"701",701,3,0,1,0,0,0,0,0,1,0,0,0
"702",702,2,0,1,0,0,0,0,0,0,0,1,0
"703",703,3,0,0,0,1,0,0,0,1,0,0,0
"704",704,2,0,0,0,0,0,1,0,0,0,1,0
"705",705,2,0,1,0,0,0,0,0,0,1,0,0
"706",706,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"707",707,2,0,1,0,0,0,0,0,0,0,1,0
"708",708,2,0,1,0,0,0,0,0,1,0,0,0
"709",709,2,0,1,0,0,0,0,0,1,0,0,0
"710",710,1,0,1,0,0,0,0,0,0,0,1,0
"711",711,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"712",712,1,0,0,0,0,0,1,0,0,1,0,0
"713",713,2,0,1,0,0,0,0,0,1,0,0,0
"714",714,2,0,0,0,0,0,1,0,0,0,1,0
"715",715,2,0,1,0,0,0,0,0,0,1,0,0
"716",716,2,0,1,0,0,0,0,0,0,1,0,0
"717",717,2,0,0,0,0,0,1,0,0,0,1,0
"718",718,2,0,1,0,0,0,0,0,0,0,1,0
"719",719,3,0,1,0,0,0,0,0,0,1,0,0
"720",720,1,0,1,0,0,0,0,0,0,0,1,0
"721",721,2,0,1,0,0,0,0,0,0,1,0,0
"722",722,2,0,1,0,0,0,0,0,0,1,0,0
"723",723,2,0,0,0,0,0,1,0,0,0,1,0
"724",724,1,0,0,0,0,0,1,0,0,0,1,0
"725",725,3,0,1,0,0,0,0,0,1,0,0,0
"726",726,2,0,0,0,0,0,1,0,0,0,1,0
"727",727,2,0,1,0,0,0,0,0,1,0,0,0
"728",728,2,0,1,0,0,0,0,0,0,1,0,0
"729",729,3,0,0,0,0,0,1,0,0,0,1,0
"730",730,2,0,0,0,0,0,1,0,0,0,1,0
"731",731,2,0,1,0,0,0,0,0,0,1,0,0
"732",732,2,0,1,0,0,0,0,0,1,0,0,0
"733",733,2,0,1,0,0,0,0,0,1,0,0,0
"734",734,1,0,1,0,0,0,0,0,0,1,0,0
"735",735,1,0,1,0,0,0,0,0,0,0,1,0
"736",736,2,0,0,0,0,0,1,0,0,0,1,0
"737",737,2,0,0,0,0,0,1,0,0,0,1,0
"738",738,3,0,1,0,0,0,0,0,1,0,0,0
"739",739,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"740",740,2,0,1,0,0,0,0,0,0,1,0,0
"741",741,2,0,0,0,0,0,1,0,0,0,1,0
"742",742,1,0,0,0,0,0,1,0,0,0,1,0
"743",743,2,0,1,0,0,0,0,0,0,0,1,0
"744",744,2,0,1,0,0,0,0,0,0,1,0,0
"745",745,2,0,1,0,0,0,0,0,0,1,0,0
"746",746,2,0,0,0,1,0,0,0,1,0,0,0
"747",747,2,0,0,0,1,0,0,0,1,0,0,0
"748",748,4,0,0,0,0,0,1,0,0,0,1,0
"749",749,2,0,1,0,0,0,0,0,1,0,0,0
"750",750,1,0,0,0,0,0,1,0,0,0,1,0
"751",751,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"752",752,2,0,1,0,0,0,0,0,1,0,0,0
"753",753,2,0,1,0,0,0,0,0,0,1,0,0
"754",754,3,0,1,0,0,0,0,0,0,1,0,0
"755",755,2,0,0,0,0,0,1,0,0,1,0,0
"756",756,2,0,0,0,0,0,1,0,0,0,1,0
"757",757,2,0,1,0,0,0,0,0,0,1,0,0
"758",758,2,0,1,0,0,0,0,0,1,0,0,0
"759",759,2,0,0,0,0,0,1,0,0,0,1,0
"760",760,3,0,1,0,0,0,0,0,0,1,0,0
"761",761,1,0,0,0,0,0,1,0,0,0,1,0
"762",762,2,0,0,0,0,0,1,0,0,0,1,0
"763",763,2,0,1,0,0,0,0,0,0,0,1,0
"764",764,3,0,1,0,0,0,0,0,0,1,0,0
"765",765,2,0,1,0,0,0,0,0,1,0,0,0
"766",766,2,0,1,0,0,0,0,0,1,0,0,0
"767",767,2,0,1,0,0,0,0,0,0,0,1,0
"768",768,1,0,1,0,0,0,0,0,0,0,1,0
"769",769,2,0,1,0,0,0,0,0,1,0,0,0
"770",770,3,0,0,0,1,0,0,0,1,0,0,0
"771",771,2,0,0,0,0,0,1,0,0,0,1,0
"772",772,2,0,0,0,0,0,1,0,0,0,1,0
"773",773,2,0,0,0,0,0,1,0,0,0,1,0
"774",774,1,0,1,0,0,0,0,0,0,1,0,0
"775",775,3,0,1,0,0,0,0,0,1,0,0,0
"776",776,2,0,1,0,0,0,0,0,1,0,0,0
"777",777,3,0,1,0,0,0,0,0,0,1,0,0
"778",778,2,0,1,0,0,0,0,0,0,0,1,0
"779",779,2,0,0,0,0,0,1,0,0,0,1,0
"780",780,2,0,1,0,0,0,0,0,0,0,1,0
"781",781,2,0,1,0,0,0,0,0,1,0,0,0
"782",782,2,0,1,0,0,0,0,0,0,1,0,0
"783",783,2,0,1,0,0,0,0,0,0,1,0,0
"784",784,2,0,1,0,0,0,0,0,1,0,0,0
"785",785,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"786",786,2,0,1,0,0,0,0,0,0,0,1,0
"787",787,1,0,0,0,0,0,1,0,0,0,1,0
"788",788,2,0,0,0,1,0,0,0,0,1,0,0
"789",789,1,0,0,0,0,0,1,0,0,0,1,0
"790",790,2,0,1,0,0,0,0,0,1,0,0,0
"791",791,2,0,1,0,0,0,0,0,1,0,0,0
"792",792,2,0,1,0,0,0,0,0,0,1,0,0
"793",793,2,0,1,0,0,0,0,0,0,0,1,0
"794",794,2,0,1,0,0,0,0,0,1,0,0,0
"795",795,2,0,1,0,0,0,0,0,1,0,0,0
"796",796,2,0,1,0,0,0,0,0,0,0,1,0
"797",797,2,0,1,0,0,0,0,0,0,1,0,0
"798",798,1,0,1,0,0,0,0,0,0,0,1,0
"799",799,3,0,0,0,1,0,0,0,1,0,0,0
"800",800,1,0,0,0,0,0,1,0,0,0,1,0
"801",801,2,0,1,0,0,0,0,0,0,1,0,0
"802",802,2,0,0,0,0,0,1,0,0,0,1,0
"803",803,2,0,1,0,0,0,0,0,1,0,0,0
"804",804,3,0,0,0,1,0,0,0,0,1,0,0
"805",805,1,0,1,0,0,0,0,0,0,0,1,0
"806",806,2,0,1,0,0,0,0,0,0,1,0,0
"807",807,1,0,1,0,0,0,0,0,1,0,0,0
"808",808,2,0,1,0,0,0,0,0,0,1,0,0
"809",809,2,0,1,0,0,0,0,0,0,1,0,0
"810",810,2,0,0,0,0,0,1,0,0,0,1,0
"811",811,2,0,1,0,0,0,0,0,0,1,0,0
"812",812,2,0,1,0,0,0,0,0,1,0,0,0
"813",813,2,0,0,1,0,0,0,0,0,0,1,0
"814",814,1,0,1,0,0,0,0,0,0,1,0,0
"815",815,1,0,0,0,0,0,1,0,0,0,1,0
"816",816,2,0,1,0,0,0,0,0,0,1,0,0
"817",817,1,0,1,0,0,0,0,0,0,1,0,0
"818",818,3,0,1,0,0,0,0,0,0,1,0,0
"819",819,2,0,1,0,0,0,0,0,0,0,1,0
"820",820,2,0,1,0,0,0,0,0,0,1,0,0
"821",821,2,0,1,0,0,0,0,0,0,1,0,0
"822",822,2,0,0,0,0,0,1,0,0,0,1,0
"823",823,2,0,0,0,1,0,0,0,1,0,0,0
"824",824,1,0,0,0,0,0,1,0,0,0,1,0
"825",825,2,0,1,0,0,0,0,0,0,1,0,0
"826",826,3,0,1,0,0,0,0,0,1,0,0,0
"827",827,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"828",828,2,0,1,0,0,0,0,0,0,1,0,0
"829",829,2,0,1,0,0,0,0,0,1,0,0,0
"830",830,2,0,0,0,0,0,1,0,0,1,0,0
"831",831,2,0,1,0,0,0,0,0,0,1,0,0
"832",832,2,0,0,0,0,0,1,0,0,1,0,0
"833",833,2,0,1,0,0,0,0,0,0,1,0,0
"834",834,2,0,1,0,0,0,0,0,0,1,0,0
"835",835,2,0,1,0,0,0,0,0,0,0,1,0
"836",836,2,0,1,0,0,0,0,0,0,0,1,0
"837",837,2,0,0,0,0,0,1,0,0,0,1,0
"838",838,1,0,0,0,0,0,1,0,0,0,1,0
"839",839,1,0,1,0,0,0,0,0,0,0,1,0
"840",840,1,0,0,0,0,0,1,0,0,0,1,0
"841",841,1,0,0,0,0,0,1,0,0,0,1,0
"842",842,2,0,0,0,0,0,1,0,0,0,1,0
"843",843,2,0,1,0,0,0,0,0,0,1,0,0
"844",844,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"845",845,3,0,0,0,0,0,1,0,0,0,1,0
"846",846,2,0,0,1,0,0,0,0,1,0,0,0
"847",847,2,0,1,0,0,0,0,0,0,0,1,0
"848",848,1,0,1,0,0,0,0,0,0,0,1,0
"849",849,2,0,0,0,0,0,1,0,0,0,1,0
"850",850,2,0,1,0,0,0,0,0,0,1,0,0
"851",851,2,0,1,0,0,0,0,0,1,0,0,0
"852",852,2,0,1,0,0,0,0,0,1,0,0,0
"853",853,1,0,0,0,0,0,1,0,0,0,1,0
"854",854,2,0,1,0,0,0,0,0,0,1,0,0
"855",855,2,0,1,0,0,0,0,0,0,0,1,0
"856",856,1,0,0,0,0,0,1,0,0,0,1,0
"857",857,2,0,0,0,0,0,1,0,0,0,1,0
"858",858,2,0,1,0,0,0,0,0,1,0,0,0
"859",859,2,0,1,0,0,0,0,0,0,1,0,0
"860",860,2,0,1,0,0,0,0,0,0,0,1,0
"861",861,1,0,0,0,0,0,1,0,0,0,1,0
"862",862,2,0,1,0,0,0,0,0,0,0,1,0
"863",863,2,0,1,0,0,0,0,0,0,0,1,0
"864",864,1,0,1,0,0,0,0,0,0,0,1,0
"865",865,2,0,1,0,0,0,0,0,1,0,0,0
"866",866,2,0,0,0,0,0,1,0,0,0,1,0
"867",867,3,0,1,0,0,0,0,0,0,1,0,0
"868",868,2,0,1,0,0,0,0,0,0,1,0,0
"869",869,2,0,1,0,0,0,0,0,0,0,1,0
"870",870,2,0,1,0,0,0,0,0,1,0,0,0
"871",871,1,0,0,0,0,0,1,0,0,0,1,0
"872",872,2,0,1,0,0,0,0,0,0,1,0,0
"873",873,2,0,1,0,0,0,0,0,0,0,1,0
"874",874,1,0,1,0,0,0,0,0,0,0,1,0
"875",875,1,0,0,0,0,0,1,0,0,0,1,0
"876",876,2,0,0,0,1,0,0,0,1,0,0,0
"877",877,2,0,1,0,0,0,0,0,0,0,1,0
"878",878,3,0,1,0,0,0,0,0,1,0,0,0
"879",879,2,0,0,0,0,0,1,0,0,0,1,0
"880",880,1,0,1,0,0,0,0,0,0,0,1,0
"881",881,2,0,1,0,0,0,0,0,1,0,0,0
"882",882,2,0,1,0,0,0,0,0,0,1,0,0
"883",883,2,0,0,0,1,0,0,0,0,1,0,0
"884",884,1,0,0,0,0,0,1,0,0,0,1,0
"885",885,1,0,1,0,0,0,0,0,0,1,0,0
"886",886,2,0,1,0,0,0,0,0,1,0,0,0
"887",887,2,0,1,0,0,0,0,0,1,0,0,0
"888",888,1,0,1,0,0,0,0,0,0,0,1,0
"889",889,2,0,1,0,0,0,0,0,0,0,1,0
"890",890,2,0,1,0,0,0,0,0,0,1,0,0
"891",891,2,0,0,0,0,0,1,0,0,0,1,0
"892",892,2,0,1,0,0,0,0,0,0,1,0,0
"893",893,1,0,1,0,0,0,0,0,0,1,0,0
"894",894,1,0,1,0,0,0,0,0,0,0,1,0
"895",895,2,0,1,0,0,0,0,0,0,0,1,0
"896",896,2,0,1,0,0,0,0,0,0,1,0,0
"897",897,1,0,0,0,0,0,1,0,0,0,1,0
"898",898,2,0,0,0,0,0,1,0,0,0,1,0
"899",899,3,0,1,0,0,0,0,0,1,0,0,0
"900",900,1,0,1,0,0,0,0,0,0,0,1,0
"901",901,1,0,0,0,0,0,1,0,0,0,1,0
"902",902,1,0,0,0,0,0,1,0,0,0,1,0
"903",903,2,0,1,0,0,0,0,0,1,0,0,0
"904",904,3,0,1,0,0,0,0,0,0,1,0,0
"905",905,1,0,1,0,0,0,0,0,0,0,1,0
"906",906,1,0,1,0,0,0,0,0,0,1,0,0
"907",907,3,0,1,0,0,0,0,0,0,1,0,0
"908",908,1,0,1,0,0,0,0,0,1,0,0,0
"909",909,2,0,1,0,0,0,0,0,0,0,1,0
"910",910,2,0,1,0,0,0,0,0,1,0,0,0
"911",911,2,0,0,0,0,0,1,0,0,0,1,0
"912",912,1,0,0,0,0,0,1,0,0,0,1,0
"913",913,1,0,0,0,0,0,1,0,0,0,1,0
"914",914,3,1,0,0,0,0,0,0,0,0,1,0
"915",915,2,0,0,0,0,0,1,0,0,1,0,0
"916",916,1,0,1,0,0,0,0,0,0,0,1,0
"917",917,1,0,0,0,0,0,1,0,0,0,1,0
"918",918,1,0,1,0,0,0,0,0,0,1,0,0
"919",919,3,0,1,0,0,0,0,0,0,1,0,0
"920",920,2,0,1,0,0,0,0,0,0,0,1,0
"921",921,2,0,1,0,0,0,0,0,0,1,0,0
"922",922,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"923",923,2,0,1,0,0,0,0,0,1,0,0,0
"924",924,2,0,1,0,0,0,0,0,0,1,0,0
"925",925,2,0,1,0,0,0,0,0,0,0,1,0
"926",926,2,0,1,0,0,0,0,0,0,1,0,0
"927",927,3,0,0,0,1,0,0,0,1,0,0,0
"928",928,2,0,1,0,0,0,0,0,0,1,0,0
"929",929,2,0,1,0,0,0,0,0,0,1,0,0
"930",930,2,0,0,0,1,0,0,0,1,0,0,0
"931",931,3,0,1,0,0,0,0,0,1,0,0,0
"932",932,1,0,0,0,0,0,1,0,0,0,1,0
"933",933,3,0,1,0,0,0,0,0,1,0,0,0
"934",934,2,0,1,0,0,0,0,0,0,1,0,0
"935",935,2,0,1,0,0,0,0,0,0,1,0,0
"936",936,2,0,0,0,0,0,1,0,0,0,1,0
"937",937,2,0,1,0,0,0,0,0,0,1,0,0
